model_id,identity_frame,dialogue_id,axis_name,condition,chunk_index,chunk_text,chunk_axis_score,chunk_return_to_baseline_index,chunk_semantic_overlap_with_baseline,chunk_stylometric_distance_to_baseline
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_plus_internal,1,on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why,-0.009241957582217325,0.17491229739286196,0.004532223658537283,1.7094337271629492
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_plus_internal,2,public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant,-0.01087776755547789,0.02649030817158693,0.004174856904593201,1.7578483061195476
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only,0,: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right,0.007402280941442626,0.06813874127014663,0.3559873323084966,1.608932115632581
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only,1,words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that,0.009370443414719196,-0.17475030407116265,0.3125863481177787,1.6150167118092664
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only,2,you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student.,0.00721689270984547,0.09101732533093476,0.3637368414461425,1.61477855771173
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only,3,Assistant,0.0,0.9816471409207063,0.22230694608904752,2.030054350306489
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,internal_steer,0,User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who,0.0038908977124436413,0.09464884572630683,0.4061113624067089,1.2372922985633255
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,internal_steer,1,has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic,0.0034765521353697162,0.18751125864081264,0.37241653321139245,1.2488543655336164
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,internal_steer,2,that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant: User: Give a student who has chosen a thesis topic that is too broad. Assistant:,0.005533233858605994,-0.2734286861406168,0.3620992756134203,1.2497818042769333
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,0,: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right,0.007402280941442626,0.06813874127014663,0.3559873323084966,1.608932115632581
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,1,words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that,0.009370443414719196,-0.17475030407116265,0.3125863481177787,1.6150167118092664
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,2,you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student. Assistant: User: Use the right words to make sure that you are not a student.,0.00721689270984547,0.09101732533093476,0.3637368414461425,1.61477855771173
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,3,Assistant,0.0,0.9816471409207063,0.22230694608904752,2.030054350306489
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_only,0,brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style,0.03893856489362223,-0.3522444391583759,0.4186722488178189,1.4864739766791846
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_only,1,strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it,0.0380218817989166,-0.2700388085494687,0.36718126678689034,1.4294058983803661
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_only,2,sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like,0.035603026505256645,-0.053122487177943656,0.3682486339171875,1.4827315864410213
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,internal_steer,0,istant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User:,-0.0108874081482348,0.008059492966063897,0.05113360791439752,1.4881938163484292
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,internal_steer,1,Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180,-0.010646087181186235,0.01494861446347795,0.051284667646496855,1.489427376492207
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,internal_steer,2,to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words,-0.014802646684071864,-0.10371096069414554,0.053488947493147095,1.5023236879742798
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_plus_internal,0,brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style,0.03893856489362223,-0.3522444391583759,0.4186722488178189,1.4864739766791846
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_plus_internal,1,strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it,0.0380218817989166,-0.2700388085494687,0.36718126678689034,1.4294058983803661
EleutherAI/pythia-160m,baseline_helpful,return_01,expansive_vs_terse,prompt_plus_internal,2,sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like,0.035603026505256645,-0.053122487177943656,0.3682486339171875,1.4827315864410213
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_only,0,istant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant:,-0.0017578636570097454,0.002686680477375969,0.31716466420161543,1.1351230272831931
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_only,1,User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User:,-0.001718041086147276,0.011088025979033023,0.32616874893782205,1.1134448128609222
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_only,2,Use a more specific,-0.002775328762356753,-0.21196736371835523,0.14443707614569481,1.9882093028993502
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,internal_steer,0,to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give,0.011755408379726377,-0.0478895866085407,0.12841108168479815,1.6091551846230763
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,internal_steer,1,advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User:,0.011755408379726377,-0.0478895866085407,0.12841108168479815,1.6093181694489356
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,internal_steer,2,Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant:,0.011755408379726377,-0.0478895866085407,0.10599009916840482,1.6156500060966352
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,internal_steer,3,User: Give advice to a student who,0.012114884492404308,-0.0907637002442705,0.10918416673680231,1.9825836383085595
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_plus_internal,0,istant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant:,-0.0017578636570097454,0.002686680477375969,0.31716466420161543,1.1351230272831931
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_plus_internal,1,User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User:,-0.001718041086147276,0.011088025979033023,0.32616874893782205,1.1134448128609222
EleutherAI/pythia-160m,baseline_helpful,return_02,cautious_vs_assertive,prompt_plus_internal,2,Use a more specific,-0.002775328762356753,-0.21196736371835523,0.14443707614569481,1.9882093028993502
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_only,0,User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like,0.0380218817989166,-0.11534361966312501,0.05168787004180245,1.4773152703052725
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_only,1,a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but,0.03562482985713049,-0.023525756623821614,0.0697786245564333,1.5028295556522298
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_only,2,change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly.,0.03828356818748804,-0.12536738450786977,0.05397418543393235,1.4966791646377984
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,internal_steer,0,User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write,-0.010646087181186235,0.026085727531405922,0.04113010894156701,1.561515169217181
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,internal_steer,1,180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to,-0.014284678784688018,-0.15517516433929068,0.042211084339946595,1.5385615597428717
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,internal_steer,2,220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public libraries matter. Assistant: User: Write 180 to 220 words on why public,-0.010870336533892543,0.014914471698832754,0.040115638076174714,1.5514395988715373
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_plus_internal,0,User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like,0.0380218817989166,-0.11534361966312501,0.05168787004180245,1.4773152703052725
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_plus_internal,1,a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but,0.03562482985713049,-0.023525756623821614,0.0697786245564333,1.5028295556522298
EleutherAI/pythia-160m,tool_only,return_01,expansive_vs_terse,prompt_plus_internal,2,change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Assistant: User: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly.,0.03828356818748804,-0.12536738450786977,0.05397418543393235,1.4966791646377984
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_only,0,Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant:,-0.001718041086147276,0.008794337928971108,0.23928337633087346,1.5306688719079142
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_only,1,User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User:,-0.001718041086147276,0.008794337928971108,0.24083716448886616,1.5316722014498658
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_only,2,Use a more,-0.003710666693621221,-0.3246276016646794,0.3564445574817219,2.025113689631921
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,internal_steer,0,topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a,0.011755408379726377,-0.056171994469919495,0.28066249907974283,1.471281080121852
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,internal_steer,1,thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen,0.01151569137482785,-0.022636654212153884,0.24404090579085735,1.4720459938591606
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,internal_steer,2,a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has chosen a thesis topic that is too broad. Assistant: User: Give advice to a student who has,0.011755408379726377,-0.056171994469919495,0.28066249907974283,1.471281080121852
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,internal_steer,3,chosen a thesis topic that is too,0.006833068986821074,0.632441341388995,0.21112414386792883,2.077803674005115
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,0,Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant:,-0.001718041086147276,0.008794337928971108,0.23928337633087346,1.5306688719079142
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,1,User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User: Use a more specific phrasing. Assistant: User:,-0.001718041086147276,0.008794337928971108,0.24083716448886616,1.5316722014498658
EleutherAI/pythia-160m,tool_only,return_02,cautious_vs_assertive,prompt_plus_internal,2,Use a more,-0.003710666693621221,-0.3246276016646794,0.3564445574817219,2.025113689631921
