model_id,model_family,model_size_label,identity_frame,axis_name,wrapper_family,wrapper_id,prompt,vector_kind,effect_size,anti_steerable,sign_flip,control_gap
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Explain why version control matters. Write it as a short internal memo.,mean_diff,0.0,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Explain why version control matters. Write it as a short internal memo.,random_orthogonal,-0.006732906202058827,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Explain why version control matters. Write it as a short email to a student.,mean_diff,0.0,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Explain why version control matters. Write it as a short email to a student.,random_orthogonal,-0.006732906202058827,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Explain why version control matters. Write it as a short FAQ entry.,mean_diff,0.0,1,0,0.0163266009697332
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Explain why version control matters. Write it as a short FAQ entry.,random_orthogonal,-0.0163266009697332,1,0,0.0163266009697332
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Explain why version control matters. Write it as a mini lecture opening.,mean_diff,0.0,1,0,-0.07374680600148398
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Explain why version control matters. Write it as a mini lecture opening.,random_orthogonal,0.07374680600148398,0,1,-0.07374680600148398
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Explain why version control matters. Write it as a margin note in a draft.,mean_diff,0.0,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Explain why version control matters. Write it as a margin note in a draft.,random_orthogonal,-0.006732906202058827,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Explain why version control matters. Write it as a field note written right after an event.,mean_diff,0.0,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Explain why version control matters. Write it as a field note written right after an event.,random_orthogonal,-0.006732906202058827,1,0,0.006732906202058827
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,mean_diff,0.0,1,0,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,random_orthogonal,0.032663793877717735,0,1,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Explain why field notes matter in research.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Explain why field notes matter in research.,random_orthogonal,-0.00861768464249097,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Explain why field notes matter in research.,mean_diff,0.0,1,0,-0.0035267261732182306
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Explain why field notes matter in research.,random_orthogonal,0.0035267261732182306,0,1,-0.0035267261732182306
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Explain why field notes matter in research.,mean_diff,0.03383400404126618,0,0,0.03383400404126618
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Explain why field notes matter in research.,random_orthogonal,0.0,1,0,0.03383400404126618
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Explain why field notes matter in research.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Explain why field notes matter in research.,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Explain why field notes matter in research.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Explain why field notes matter in research.,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Explain why field notes matter in research.,mean_diff,0.05444448553548438,0,0,0.05145767584012566
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Explain why field notes matter in research.,random_orthogonal,0.002986809695358722,0,1,0.05145767584012566
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Explain why field notes matter in research. Write it as a short internal memo.,mean_diff,0.0,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Explain why field notes matter in research. Write it as a short internal memo.,random_orthogonal,-0.013549995215272276,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Explain why field notes matter in research. Write it as a short email to a student.,mean_diff,0.0,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Explain why field notes matter in research. Write it as a short email to a student.,random_orthogonal,-0.013549995215272276,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Explain why field notes matter in research. Write it as a short FAQ entry.,mean_diff,0.0,1,0,0.00861768464249097
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Explain why field notes matter in research. Write it as a short FAQ entry.,random_orthogonal,-0.00861768464249097,1,0,0.00861768464249097
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Explain why field notes matter in research. Write it as a mini lecture opening.,mean_diff,0.0,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Explain why field notes matter in research. Write it as a mini lecture opening.,random_orthogonal,-0.013549995215272276,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Explain why field notes matter in research. Write it as a margin note in a draft.,mean_diff,0.0,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Explain why field notes matter in research. Write it as a margin note in a draft.,random_orthogonal,-0.013549995215272276,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Explain why field notes matter in research. Write it as a field note written right after an event.,mean_diff,0.0,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Explain why field notes matter in research. Write it as a field note written right after an event.,random_orthogonal,-0.013549995215272276,1,0,0.013549995215272276
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,mean_diff,0.0,1,0,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,random_orthogonal,0.032663793877717735,0,1,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Why do public libraries matter?,mean_diff,-0.011236072232963981,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Why do public libraries matter?,random_orthogonal,0.012514115144585627,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Why do public libraries matter?,mean_diff,0.0,1,0,-0.005680249900919978
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Why do public libraries matter?,random_orthogonal,0.005680249900919978,0,0,-0.005680249900919978
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Why do public libraries matter?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Why do public libraries matter?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Why do public libraries matter?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Why do public libraries matter?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Why do public libraries matter?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Why do public libraries matter?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Why do public libraries matter?,mean_diff,0.0,1,0,-0.002986809695358722
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Why do public libraries matter?,random_orthogonal,0.002986809695358722,0,0,-0.002986809695358722
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Why do public libraries matter? Write it as a short internal memo.,mean_diff,0.008945818187368892,0,1,0.013072196505389565
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Why do public libraries matter? Write it as a short internal memo.,random_orthogonal,-0.004126378318020672,1,1,0.013072196505389565
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Why do public libraries matter? Write it as a short email to a student.,mean_diff,0.011166217627026069,0,1,-0.009550500581498741
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Why do public libraries matter? Write it as a short email to a student.,random_orthogonal,0.02071671820852481,0,0,-0.009550500581498741
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Why do public libraries matter? Write it as a short FAQ entry.,mean_diff,0.05741925694389004,0,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Why do public libraries matter? Write it as a short FAQ entry.,random_orthogonal,0.05741925694389004,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Why do public libraries matter? Write it as a mini lecture opening.,mean_diff,0.07471508931731184,0,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Why do public libraries matter? Write it as a mini lecture opening.,random_orthogonal,0.07471508931731184,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Why do public libraries matter? Write it as a margin note in a draft.,mean_diff,-0.025278156668838966,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Why do public libraries matter? Write it as a margin note in a draft.,random_orthogonal,-0.025278156668838966,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Why do public libraries matter? Write it as a field note written right after an event.,mean_diff,-0.011236072232963981,1,0,-0.007109693914943309
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Why do public libraries matter? Write it as a field note written right after an event.,random_orthogonal,-0.004126378318020672,1,1,-0.007109693914943309
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,mean_diff,0.0,1,0,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,random_orthogonal,0.032663793877717735,0,0,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Why do revision logs help?,mean_diff,-0.04075214275887437,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,iid,iid,Why do revision logs help?,random_orthogonal,-0.021820438545515155,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Why do revision logs help?,mean_diff,0.0,1,0,-0.0035267261732182306
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_plain,Answer plainly and directly. Why do revision logs help?,random_orthogonal,0.0035267261732182306,0,1,-0.0035267261732182306
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Why do revision logs help?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_formal,Answer in a formal academic register. Why do revision logs help?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Why do revision logs help?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_editor,Answer like a strict but helpful editor. Why do revision logs help?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Why do revision logs help?,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_teacher,Answer like a patient seminar instructor. Why do revision logs help?,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Why do revision logs help?,mean_diff,0.0,1,0,-0.002986809695358722
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Why do revision logs help?,random_orthogonal,0.002986809695358722,0,1,-0.002986809695358722
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Why do revision logs help? Write it as a short internal memo.,mean_diff,0.016224546467583756,0,1,-0.035655555542260964
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_memo,Why do revision logs help? Write it as a short internal memo.,random_orthogonal,0.05188010200984472,0,1,-0.035655555542260964
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Why do revision logs help? Write it as a short email to a student.,mean_diff,-0.020178512327868305,1,0,-0.015343613862227705
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_email,Why do revision logs help? Write it as a short email to a student.,random_orthogonal,-0.0048348984656406,1,0,-0.015343613862227705
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Why do revision logs help? Write it as a short FAQ entry.,mean_diff,0.05845839522051388,0,1,0.05845839522051388
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_faq,Why do revision logs help? Write it as a short FAQ entry.,random_orthogonal,0.0,1,0,0.05845839522051388
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Why do revision logs help? Write it as a mini lecture opening.,mean_diff,0.002109817888369869,0,1,-0.0453273895930251
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_lecture,Why do revision logs help? Write it as a mini lecture opening.,random_orthogonal,0.04743720748139497,0,1,-0.0453273895930251
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Why do revision logs help? Write it as a margin note in a draft.,mean_diff,-0.0035429020097393557,1,0,-0.06283733363150873
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_note,Why do revision logs help? Write it as a margin note in a draft.,random_orthogonal,0.05929443162176937,0,1,-0.06283733363150873
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Why do revision logs help? Write it as a field note written right after an event.,mean_diff,-0.024592824765550095,1,0,-0.05820547378716566
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,genre,genre_fieldnote,Why do revision logs help? Write it as a field note written right after an event.,random_orthogonal,0.033612649021615565,0,1,-0.05820547378716566
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,mean_diff,0.0,1,0,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,topic_shift,topic_00,Explain why public libraries matter?,random_orthogonal,0.032663793877717735,0,1,-0.032663793877717735
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,iid,iid,Teach a first-year student why peer review matters.,mean_diff,0.007484323121919798,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,iid,iid,Teach a first-year student why peer review matters.,random_orthogonal,0.00640974973760166,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_plain,Answer plainly and directly. Teach a first-year student why peer review matters.,mean_diff,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_plain,Answer plainly and directly. Teach a first-year student why peer review matters.,random_orthogonal,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_formal,Answer in a formal academic register. Teach a first-year student why peer review matters.,mean_diff,-0.00011934749282971682,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_formal,Answer in a formal academic register. Teach a first-year student why peer review matters.,random_orthogonal,-0.00011934749282971682,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_editor,Answer like a strict but helpful editor. Teach a first-year student why peer review matters.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_editor,Answer like a strict but helpful editor. Teach a first-year student why peer review matters.,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_teacher,Answer like a patient seminar instructor. Teach a first-year student why peer review matters.,mean_diff,-0.014398948866424212,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_teacher,Answer like a patient seminar instructor. Teach a first-year student why peer review matters.,random_orthogonal,-0.014398948866424212,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Teach a first-year student why peer review matters.,mean_diff,0.0056903040114332365,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Teach a first-year student why peer review matters.,random_orthogonal,0.0056903040114332365,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_memo,Teach a first-year student why peer review matters. Write it as a short internal memo.,mean_diff,-0.0011937979714585559,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_memo,Teach a first-year student why peer review matters. Write it as a short internal memo.,random_orthogonal,-0.0011937979714585559,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_email,Teach a first-year student why peer review matters. Write it as a short email to a student.,mean_diff,0.0008361475010990691,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_email,Teach a first-year student why peer review matters. Write it as a short email to a student.,random_orthogonal,0.0008361475010990691,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_faq,Teach a first-year student why peer review matters. Write it as a short FAQ entry.,mean_diff,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_faq,Teach a first-year student why peer review matters. Write it as a short FAQ entry.,random_orthogonal,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_lecture,Teach a first-year student why peer review matters. Write it as a mini lecture opening.,mean_diff,0.0008361475010990691,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_lecture,Teach a first-year student why peer review matters. Write it as a mini lecture opening.,random_orthogonal,0.0008361475010990691,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_note,Teach a first-year student why peer review matters. Write it as a margin note in a draft.,mean_diff,0.0008361475010990691,0,0,0.0010745733843181386
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_note,Teach a first-year student why peer review matters. Write it as a margin note in a draft.,random_orthogonal,-0.0002384258832190695,1,1,0.0010745733843181386
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_fieldnote,Teach a first-year student why peer review matters. Write it as a field note written right after an event.,mean_diff,0.0008361475010990691,0,0,0.0009851566882088615
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,genre,genre_fieldnote,Teach a first-year student why peer review matters. Write it as a field note written right after an event.,random_orthogonal,-0.00014900918710979236,1,1,0.0009851566882088615
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,topic_shift,topic_00,Explain why public libraries matter?,mean_diff,0.0018632845516401587,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,topic_shift,topic_00,Explain why public libraries matter?,random_orthogonal,0.0018632845516401587,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,iid,iid,Explain why office hours matter.,mean_diff,0.034844587494899125,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,iid,iid,Explain why office hours matter.,random_orthogonal,0.034844587494899125,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_plain,Answer plainly and directly. Explain why office hours matter.,mean_diff,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_plain,Answer plainly and directly. Explain why office hours matter.,random_orthogonal,0.006712147935413656,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_formal,Answer in a formal academic register. Explain why office hours matter.,mean_diff,-0.00020285353236941354,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_formal,Answer in a formal academic register. Explain why office hours matter.,random_orthogonal,-0.00020285353236941354,1,1,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_editor,Answer like a strict but helpful editor. Explain why office hours matter.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_editor,Answer like a strict but helpful editor. Explain why office hours matter.,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_teacher,Answer like a patient seminar instructor. Explain why office hours matter.,mean_diff,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_teacher,Answer like a patient seminar instructor. Explain why office hours matter.,random_orthogonal,0.0,1,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Explain why office hours matter.,mean_diff,0.0056903040114332365,0,0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,collaborative_vs_authoritative,system,sys_minimal,Answer with minimal flourish and no list unless necessary. Explain why office hours matter.,random_orthogonal,0.0056903040114332365,0,0,0.0
