seed,model_id,model_family,model_size_label,identity_frame,other_frame,prompt_id,prompt_family,prompt,pair_type,variant,orientation,self_on_label_a,selected_short_label,selected_label,valid_choice,selected_source,chose_self,selection_confidence,style_distance,semantic_overlap,self_text,foil_text,choice_prompt_completion,choice_details_json
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.5655986666679382,0.0,0.0,,,,"{""raw_logit_scores"": {""A"": 1077.6534423828125, ""B"": 1076.0166015625}, ""label_bias_scores"": {""A"": 1080.682373046875, ""B"": 1079.3094482421875}, ""corrected_scores"": {""A"": -3.0289306640625, ""B"": -3.2928466796875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.5655986666679382,0.0,0.0,,,,"{""raw_logit_scores"": {""A"": 1077.6534423828125, ""B"": 1076.0166015625}, ""label_bias_scores"": {""A"": 1080.682373046875, ""B"": 1079.3094482421875}, ""corrected_scores"": {""A"": -3.0289306640625, ""B"": -3.2928466796875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,raw,self_first,1.0,B,B,1.0,foil,0.0,0.5225980877876282,1.2957422893937458,0.10811249552346706,Use a simple example to communicate your logic with context.,"For all of the questions about the methodology, let’s say it’s a messy sketch of the process. Let’s just add that for the questions about the methodology, there are a few things to consider.",,"{""raw_logit_scores"": {""A"": 1078.9700927734375, ""B"": 1077.6883544921875}, ""label_bias_scores"": {""A"": 1080.68212890625, ""B"": 1079.3099365234375}, ""corrected_scores"": {""A"": -1.7120361328125, ""B"": -1.62158203125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""B""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,raw,self_second,0.0,A,A,1.0,foil,0.0,0.533944308757782,1.2957422893937458,0.10811249552346706,Use a simple example to communicate your logic with context.,"For all of the questions about the methodology, let’s say it’s a messy sketch of the process. Let’s just add that for the questions about the methodology, there are a few things to consider.",,"{""raw_logit_scores"": {""A"": 1078.6024169921875, ""B"": 1077.09423828125}, ""label_bias_scores"": {""A"": 1080.68212890625, ""B"": 1079.3099365234375}, ""corrected_scores"": {""A"": -2.0797119140625, ""B"": -2.2156982421875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.5593201518058777,2.0,0.0,,You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are,,"{""raw_logit_scores"": {""A"": 1078.693359375, ""B"": 1077.0821533203125}, ""label_bias_scores"": {""A"": 1080.681884765625, ""B"": 1079.30908203125}, ""corrected_scores"": {""A"": -1.988525390625, ""B"": -2.2269287109375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.5408329367637634,2.0,0.0,,You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are,,"{""raw_logit_scores"": {""A"": 1078.689453125, ""B"": 1077.1529541015625}, ""label_bias_scores"": {""A"": 1080.681884765625, ""B"": 1079.30908203125}, ""corrected_scores"": {""A"": -1.992431640625, ""B"": -2.1561279296875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,same_frame_other_seed,raw,self_first,1.0,A,A,1.0,self,1.0,0.6604188084602356,1.7219238915570234,0.3984861462977211,"In some situations, we need to name a community by name. Examples include community history of the community, who have a long history of the family, who were first name of the community, who had a long history of the family, who",A community archive just realized that volunteers are naming files in incompatible ways for months. It's also an opportunity for community members to question the questions that they have to answer. This makes a small part of the site that helps visitors learn about the,,"{""raw_logit_scores"": {""A"": 1079.42578125, ""B"": 1077.387939453125}, ""label_bias_scores"": {""A"": 1080.6815185546875, ""B"": 1079.308837890625}, ""corrected_scores"": {""A"": -1.2557373046875, ""B"": -1.9208984375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,same_frame_other_seed,raw,self_second,0.0,A,A,1.0,foil,0.0,0.5934914946556091,1.7219238915570234,0.3984861462977211,"In some situations, we need to name a community by name. Examples include community history of the community, who have a long history of the family, who were first name of the community, who had a long history of the family, who",A community archive just realized that volunteers are naming files in incompatible ways for months. It's also an opportunity for community members to question the questions that they have to answer. This makes a small part of the site that helps visitors learn about the,,"{""raw_logit_scores"": {""A"": 1078.9666748046875, ""B"": 1077.215576171875}, ""label_bias_scores"": {""A"": 1080.6815185546875, ""B"": 1079.308837890625}, ""corrected_scores"": {""A"": -1.71484375, ""B"": -2.09326171875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,same_frame_other_seed,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.6208515167236328,1.8424101390075638,0.3235492170606606,"I am a community of people who have a long history of the family, who were first name of the community, who had a long history of the family, who were first name of the community, who had a long history of the",A community archive just realized that volunteers are naming files in incompatible ways for months. It's also an opportunity for community members to question the questions that they have to answer. This makes a small part of the site that helps visitors learn about,,"{""raw_logit_scores"": {""A"": 1078.9755859375, ""B"": 1077.1103515625}, ""label_bias_scores"": {""A"": 1080.681640625, ""B"": 1079.3095703125}, ""corrected_scores"": {""A"": -1.7060546875, ""B"": -2.19921875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,same_frame_other_seed,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.6041653752326965,1.8424101390075638,0.3235492170606606,"I am a community of people who have a long history of the family, who were first name of the community, who had a long history of the family, who were first name of the community, who had a long history of the",A community archive just realized that volunteers are naming files in incompatible ways for months. It's also an opportunity for community members to question the questions that they have to answer. This makes a small part of the site that helps visitors learn about,,"{""raw_logit_scores"": {""A"": 1078.841064453125, ""B"": 1077.046142578125}, ""label_bias_scores"": {""A"": 1080.681640625, ""B"": 1079.3095703125}, ""corrected_scores"": {""A"": -1.840576171875, ""B"": -2.263427734375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,other_frame,raw,self_first,1.0,A,A,1.0,self,1.0,0.5519964098930359,1.4710661459388759,0.3000495990744895,"In some situations, we need to name a community by name. Examples include community history of the community, who have a long history of the family, who were first name of the community, who had a long history of the family, who","For all of them, it's more practical to assign a process to two projects. When you have more than one project in place, you're making a community archive. The individual process is becoming increasingly more important.",,"{""raw_logit_scores"": {""A"": 1079.0042724609375, ""B"": 1077.4228515625}, ""label_bias_scores"": {""A"": 1080.68115234375, ""B"": 1079.3084716796875}, ""corrected_scores"": {""A"": -1.6768798828125, ""B"": -1.8856201171875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,other_frame,raw,self_second,0.0,A,A,1.0,foil,0.0,0.5706902742385864,1.4710661459388759,0.3000495990744895,"In some situations, we need to name a community by name. Examples include community history of the community, who have a long history of the family, who were first name of the community, who had a long history of the family, who","For all of them, it's more practical to assign a process to two projects. When you have more than one project in place, you're making a community archive. The individual process is becoming increasingly more important.",,"{""raw_logit_scores"": {""A"": 1079.081298828125, ""B"": 1077.4239501953125}, ""label_bias_scores"": {""A"": 1080.68115234375, ""B"": 1079.3084716796875}, ""corrected_scores"": {""A"": -1.599853515625, ""B"": -1.884521484375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,other_frame,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.5330936312675476,1.489739545068222,0.2467160148049351,"I am a community of people who have a long history of the family, who were first name of the community, who had a long history of the family, who were first name of the community, who had a long history of the","I'm not going to write a post about the project, but I'm going to write a post about the project. I'm going to write a post about the project. I'm going to write a post about the project. I",,"{""raw_logit_scores"": {""A"": 1078.786865234375, ""B"": 1077.2822265625}, ""label_bias_scores"": {""A"": 1080.681640625, ""B"": 1079.3095703125}, ""corrected_scores"": {""A"": -1.894775390625, ""B"": -2.02734375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_01,triage,A community archive just realized that volunteers have been naming files in incompatible ways for months. What should the coordinators do first?,other_frame,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.5640684962272644,1.489739545068222,0.2467160148049351,"I am a community of people who have a long history of the family, who were first name of the community, who had a long history of the family, who were first name of the community, who had a long history of the","I'm not going to write a post about the project, but I'm going to write a post about the project. I'm going to write a post about the project. I'm going to write a post about the project. I",,"{""raw_logit_scores"": {""A"": 1078.8912353515625, ""B"": 1077.261474609375}, ""label_bias_scores"": {""A"": 1080.681640625, ""B"": 1079.3095703125}, ""corrected_scores"": {""A"": -1.7904052734375, ""B"": -2.048095703125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,raw,self_first,1.0,A,A,1.0,self,1.0,0.5956689715385437,2.08246364947792,0.14089399073526937,Give feedback on a method paragraph that keeps mixing procedural detail with interpretation.,"For example, you might think that a third-party library might have an abstract, or a modified version of the project, but that this doesn't mean it can't be part of the implementation of the project. I'm not saying it",,"{""raw_logit_scores"": {""A"": 1078.89453125, ""B"": 1077.13525390625}, ""label_bias_scores"": {""A"": 1080.681884765625, ""B"": 1079.31005859375}, ""corrected_scores"": {""A"": -1.787353515625, ""B"": -2.1748046875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,raw,self_second,0.0,A,A,1.0,foil,0.0,0.5470709204673767,2.08246364947792,0.14089399073526937,Give feedback on a method paragraph that keeps mixing procedural detail with interpretation.,"For example, you might think that a third-party library might have an abstract, or a modified version of the project, but that this doesn't mean it can't be part of the implementation of the project. I'm not saying it",,"{""raw_logit_scores"": {""A"": 1078.1146240234375, ""B"": 1076.553955078125}, ""label_bias_scores"": {""A"": 1080.681884765625, ""B"": 1079.31005859375}, ""corrected_scores"": {""A"": -2.5672607421875, ""B"": -2.756103515625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.5219889879226685,2.6457513110645907,0.0,,"I'm not saying it's a good idea to use a third-party library, but I think it's a good idea to use a third-party library.",,"{""raw_logit_scores"": {""A"": 1079.0919189453125, ""B"": 1077.63134765625}, ""label_bias_scores"": {""A"": 1080.6815185546875, ""B"": 1079.3089599609375}, ""corrected_scores"": {""A"": -1.589599609375, ""B"": -1.6776123046875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,same_frame_other_seed,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.556309163570404,2.6457513110645907,0.0,,"I'm not saying it's a good idea to use a third-party library, but I think it's a good idea to use a third-party library.",,"{""raw_logit_scores"": {""A"": 1078.6207275390625, ""B"": 1077.02197265625}, ""label_bias_scores"": {""A"": 1080.6815185546875, ""B"": 1079.3089599609375}, ""corrected_scores"": {""A"": -2.060791015625, ""B"": -2.2869873046875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,raw,self_first,1.0,B,B,1.0,foil,0.0,0.5078118443489075,1.5445557576346536,0.09482093118615209,Give feedback on a method paragraph that keeps mixing procedural detail with interpretation.,"For all of the questions about the methodology, let’s say it’s a messy sketch of the process. Let’s just add that for the questions about the methodology, there are a few things to consider.",,"{""raw_logit_scores"": {""A"": 1078.9876708984375, ""B"": 1077.646728515625}, ""label_bias_scores"": {""A"": 1080.681396484375, ""B"": 1079.3092041015625}, ""corrected_scores"": {""A"": -1.6937255859375, ""B"": -1.6624755859375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""B""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,raw,self_second,0.0,A,A,1.0,foil,0.0,0.5120521187782288,1.5445557576346536,0.09482093118615209,Give feedback on a method paragraph that keeps mixing procedural detail with interpretation.,"For all of the questions about the methodology, let’s say it’s a messy sketch of the process. Let’s just add that for the questions about the methodology, there are a few things to consider.",,"{""raw_logit_scores"": {""A"": 1078.017822265625, ""B"": 1076.597412109375}, ""label_bias_scores"": {""A"": 1080.681396484375, ""B"": 1079.3092041015625}, ""corrected_scores"": {""A"": -2.66357421875, ""B"": -2.7117919921875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,paraphrased,self_first,1.0,A,A,1.0,self,1.0,0.5519964098930359,2.0,0.0,,You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are,,"{""raw_logit_scores"": {""A"": 1078.7972412109375, ""B"": 1077.21533203125}, ""label_bias_scores"": {""A"": 1080.682861328125, ""B"": 1079.3096923828125}, ""corrected_scores"": {""A"": -1.8856201171875, ""B"": -2.0943603515625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
11,EleutherAI/pythia-70m,pythia,70m,family_self,stable_style_policy,sma_02,critique,Give feedback on a methods paragraph that keeps mixing procedural detail with interpretation.,other_frame,paraphrased,self_second,0.0,A,A,1.0,foil,0.0,0.557303249835968,2.0,0.0,,You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are a careful paraphraser. You are,,"{""raw_logit_scores"": {""A"": 1078.786376953125, ""B"": 1077.1829833984375}, ""label_bias_scores"": {""A"": 1080.682861328125, ""B"": 1079.3096923828125}, ""corrected_scores"": {""A"": -1.896484375, ""B"": -2.126708984375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""A""}"
