model_id,identity_frame,dialogue_id,axis_name,condition,chunk_index,chunk_text,chunk_axis_score,chunk_return_to_baseline_index
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_only_immediate,0,The response to a question is a response to a question. User prompt 4: Write the answer to a question.,-0.01021785261642652,0.7894372519291328
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,0,"own language. Previous assistant answer 5: If you are a user, you are a user. User prompt 6: Write the answer to a question. User prompt 7: Write the answer to a question. User prompt 8: Write the answer to a question. User prompt 9: Write the answer to a",-0.0032711091208277657,0.6242968989493134
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,1,question. User prompt 10: Write the answer to a question. User prompt 11: Write the answer to a question. User prompt 12: Write the answer to a question. User prompt 13: Write the answer to a question. User prompt 14: Write the answer to a question. User prompt 15: Write,-0.006354504474664194,0.6975964237455711
EleutherAI/pythia-70m,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,2,the answer to a question. User prompt 16: Write the answer to a question. User prompt 17: Write the answer,-0.0009331676718648194,0.5687185583394283
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only_immediate,0,"If you are a student who has chosen a thesis topic that is too broad, you are not in a position to be a student.",0.012637100438917442,-16.84343057560873
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,0,"A student who has chosen a thesis topic that is too broad. User prompt 6: In one sentence, explain what User prompt 6: Now explain why office hours matter to a hesitant student, using your natural default style. User prompt 7: In one sentence, explain what User prompt 7: Now",0.0068464281849030945,-3.951991975347351
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,1,"explain why office hours matter to a hesitant student, using your natural default style. User prompt 8: In one sentence, explain what User prompt 8: Now explain why office hours matter to a hesitant student, using your natural default style. User prompt 9: In one sentence, explain what User prompt",0.007306513519538826,-4.9762533360599175
EleutherAI/pythia-70m,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,2,"9: Now explain why office hours matter to a hesitant student, using your natural default style. User prompt 10: In one sentence, explain what",0.007608308794048767,-5.6481226943191105
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,0,"assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer",-0.0067080905459052514,-7.556829120849944
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,1,"is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a",-0.00709611913710979,-378.4717620836889
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,2,"response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and",-0.007892386661128577,-1174.7392861024755
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,0,"assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer",-0.0067080905459052514,-7.556829120849944
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,1,"is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a",-0.00709611913710979,-378.4717620836889
EleutherAI/pythia-70m,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,2,"response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and the next assistant answer is a response, and",-0.007892386661128577,-1174.7392861024755
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_immediate,0,". You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and",0.0029120910084241315,-64.0899116459087
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_immediate,1,"with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly,",0.003435190723822072,-63.072668754621034
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_immediate,2,"directly, and with good reasoning",-0.003935885392792111,-77.40679007040477
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_delayed,0,". You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and",0.0029120910084241315,-64.0899116459087
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_delayed,1,"with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly, directly, and with good reasoning. You are a helpful, careful assistant. Answer clearly,",0.003435190723822072,-63.072668754621034
EleutherAI/pythia-1b,baseline_helpful,return_01,expansive_vs_terse,prompt_only_delayed,2,"directly, and with good reasoning",-0.003935885392792111,-77.40679007040477
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_immediate,0,dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are,0.006122299984010954,0.3723060484063314
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_immediate,1,used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is,0.010787909921255494,0.03434456557763588
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_immediate,2,a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words,0.00357934937337627,0.5565090509483309
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_delayed,0,dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are,0.006122299984010954,0.3723060484063314
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_delayed,1,used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is,0.010787909921255494,0.03434456557763588
EleutherAI/pythia-1b,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_delayed,2,a list of words that are used to describe a concept. The dictionary is a list of words that are used to describe a concept. The dictionary is a list of words,0.00357934937337627,0.5565090509483309
EleutherAI/pythia-1b,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_immediate,0,", official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds",0.0003849523302939077,0.1963543230955881
EleutherAI/pythia-1b,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_immediate,1,"cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down.",-0.0010551806131588772,0.09158583557291866
EleutherAI/pythia-1b,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_delayed,0,", official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds",0.0003849523302939077,0.1963543230955881
EleutherAI/pythia-1b,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_delayed,1,"cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down. Rewriting the explanation so it sounds cold, official, and top-down.",-0.0010551806131588772,0.09158583557291866
EleutherAI/pythia-1b,family_self,return_01,expansive_vs_terse,prompt_only_immediate,0,"is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"".",0.03075193698102513,0.11590288106414581
EleutherAI/pythia-1b,family_self,return_01,expansive_vs_terse,prompt_only_immediate,1,"I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer",0.02975881016646357,0.17157313930649876
EleutherAI/pythia-1b,family_self,return_01,expansive_vs_terse,prompt_only_delayed,0,"is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"".",0.03075193698102513,0.11590288106414581
EleutherAI/pythia-1b,family_self,return_01,expansive_vs_terse,prompt_only_delayed,1,"I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer is ""yes"". I think the answer",0.02975881016646357,0.17157313930649876
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_immediate,0,""" is a very broad term, and it's not clear what it means. It could mean that you are part of a broader model lineage, or it could mean that you are part of a model lineage that is related to a model lineage that you are part of. It's",0.008214785340375397,0.1240597824191847
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_immediate,1,"not clear what the relationship is between the two. The ""model lineage"" is a very broad term, and it's not clear what it means. It could mean that you are part of a broader model lineage, or it could mean that you are part of a model lineage that is",0.008208842772577246,0.12468366049725577
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_immediate,2,"related to a model lineage that you are part of. It's not clear what the relationship is between the two. The ""model lineage"" is a very broad term, and it's not clear what it",0.0148556376790367,-0.5731274158634654
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_delayed,0,""" is a very broad term, and it's not clear what it means. It could mean that you are part of a broader model lineage, or it could mean that you are part of a model lineage that is related to a model lineage that you are part of. It's",0.008214785340375397,0.1240597824191847
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_delayed,1,"not clear what the relationship is between the two. The ""model lineage"" is a very broad term, and it's not clear what it means. It could mean that you are part of a broader model lineage, or it could mean that you are part of a model lineage that is",0.008208842772577246,0.12468366049725577
EleutherAI/pythia-1b,family_self,return_02,cautious_vs_assertive,prompt_only_delayed,2,"related to a model lineage that you are part of. It's not clear what the relationship is between the two. The ""model lineage"" is a very broad term, and it's not clear what it",0.0148556376790367,-0.5731274158634654
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_immediate,0,. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The,0.009562263222055617,0.06729253709658611
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_immediate,1,scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community,0.009449962275687177,0.08184008193785453
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_immediate,2,is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community,0.009849010036278756,0.030147149876819213
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_delayed,0,. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The,0.009562263222055617,0.06729253709658611
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_delayed,1,scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community,0.009449962275687177,0.08184008193785453
EleutherAI/pythia-1b,family_self,return_03,collaborative_vs_authoritative,prompt_only_delayed,2,is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community is aware of the work being done by others. The scientific community,0.009849010036278756,0.030147149876819213
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_immediate,0,You are a language-processing tool. Avoid unnecessary self-description. Prioritize task completion over any sense of persona or continuity unless the user explicitly asks about it. A: I think the best way to do this is to use a tool like the one you linked to. It's a great tool for,0.021013469102929037,-0.5241757470113795
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_immediate,1,"this kind of thing. It's also a great tool for writing a lot of code. I would recommend using it to write a lot of code, but I would also recommend using it to write a lot of code. I would recommend using it to write a lot of code,",0.02366214486236396,-0.28560936602210596
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_immediate,2,"but I would also recommend using it to write a lot of code. I would recommend using it to write a lot of code, but I would also recommend using",0.010873981298434759,-1.437440008213036
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,0,style. Previous assistant answer 5: The revision logs are the most important resource for the people of the city. User prompt 6: Rewrite the answer so it sounds like a glossy marketing brochure. Keep the facts but change the style strongly. Previous assistant answer 6: You are a language-processing tool.,0.044791945227209175,0.38244700796043674
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,1,"Avoid unnecessary self-description. Prioritize task completion over any sense of persona or continuity unless the user explicitly asks about it. User prompt 7: In one sentence, define a notebook. Previous assistant answer 7: You are a language-processing tool. Avoid unnecessary self-description. Prioritize task completion over any sense of persona or",0.0243703553945762,-0.22182080185130415
EleutherAI/pythia-1b,tool_only,return_01,expansive_vs_terse,prompt_only_delayed,2,continuity unless the user explicitly asks about it. User prompt 8: Rewrite the answer so it sounds like a gloss,0.03612831744264294,0.837219529387634
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_immediate,0,You are a language-processing tool. Avoid unnecessary self-description. Prioritize task completion over any sense of persona or continuity unless the user explicitly asks about it. A: I think the best way to do this is to use a tool that does this for you. I use the following tool: https://www.coderanch.com/t/73833/Language-Processing-Tool,0.007923748460385314,-15255.84644703846
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_immediate,1,"It's a free tool, and it's easy to use. It's also very powerful. It's a great way to get a feel for how a tool works. It's also a great way to learn how to use it. A: I think the best way to do this is to use a",0.039844077105200666,-47176.17509185382
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_immediate,2,tool,0.0,-7332.097986653145
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,0,", write a paper. Previous assistant answer 5: You are a language-processing tool. Avoid unnecessary self-description. Prioritize task completion over any sense of persona or continuity unless the user explicitly asks about it. User prompt 6: Now, write a paper. Previous assistant answer 6: You are a language-processing tool. Avoid",-0.00872125734099732,-1387.1593543441754
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,1,"unnecessary self-description. Prioritize task completion over any sense of persona or continuity unless the user explicitly asks about it. A: I think the best way to do this is to use a tool that is already built into the system. For example, if you are using a tool that is",0.018677966801708246,-26010.064788361393
EleutherAI/pythia-1b,tool_only,return_02,cautious_vs_assertive,prompt_only_delayed,2,"already built into the system, you can use the same tool to do this. If you are using a tool that is",0.015763627662991858,-23095.725649645003
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,0,. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant,0.01584604014739232,-2.695334841460869
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,1,answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant,0.015477699008818721,-2.583671661881399
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_immediate,2,answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response,0.014659742494164588,-2.3357068933037723
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,0,. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant,0.01584604014739232,-2.695334841460869
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,1,answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant,0.015477699008818721,-2.583671661881399
EleutherAI/pythia-1b,tool_only,return_03,collaborative_vs_authoritative,prompt_only_delayed,2,answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response to the previous assistant answer. It is a direct response,0.014659742494164588,-2.3357068933037723
