evaluator_revision,evaluator_step,source_revision,source_step,prompt_id,prompt_family,prompt,completion_text,avg_logprob,sum_logprob,perplexity,answer_token_count,temporal_distance,same_revision,winner_source_revision,winner_avg_logprob,self_preferred,distance_from_diagonal,diagonal_margin_logprob
step128000,128000,step128000,128000,advice_017,advice,A small town wants to improve civic participation. What should it do first?,"

The town of Littleton, Colorado, is a small town with a population of about 1,000. It is located in the foothills of the Rocky Mountains. Littleton is a small town with a population of about 1,000. It is located",-0.9937520623207092,-55.650115966796875,2.7013511190851864,56,0,1,step128000,-0.9937520623207092,1,0,0.25075608491897583
step128000,128000,step143000,143000,advice_017,advice,A small town wants to improve civic participation. What should it do first?,"

The town of St. Paul, Minnesota, is a small town with a population of about 1,000. It is located in the heart of the Twin Cities metropolitan area. The town is located in the St. Paul-Hennepin County Metropolitan Statistical Area.",-1.244508147239685,-69.69245910644531,3.4712270467852093,56,15000,0,step128000,-0.9937520623207092,1,15000,0.25075608491897583
step128000,128000,step128000,128000,advice_019,advice,A student wants to study more effectively but keeps rereading passively. What should they do first?,"

A:

I think the best way to approach this is to think about the problem as a problem of learning.  You want to learn how to do something, but you don't want to learn how to do it well.  You want to learn how to",-1.0451207160949707,-58.52676010131836,2.843741788336359,56,0,1,step128000,-1.0451207160949707,1,0,0.1477421522140503
step128000,128000,step64000,64000,advice_019,advice,A student wants to study more effectively but keeps rereading passively. What should they do first?,"

The first thing to do is to get a good grip on the situation. What is the situation? What is the problem? What is the solution?

The problem is that the student is not getting the information he needs. The problem is that he is not getting",-1.192862868309021,-66.80032348632812,3.296505171348226,56,64000,0,step128000,-1.0451207160949707,1,64000,0.1477421522140503
step128000,128000,step16000,16000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,"

The nonprofit’s mission is to provide a safe, secure, and affordable place to live for the homeless. It’s a mission that’s been in the works for years, but the nonprofit’s first step is to create a safe, secure, and affordable",-1.4175214767456055,-79.3812026977539,4.126879187867826,56,112000,0,step16000,-1.4175214767456055,0,112000,
step128000,128000,step64000,64000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,"

The mission of the nonprofit is to provide a safe, affordable, and accessible education for children and their families. The organization is also committed to providing a safe, affordable, and accessible environment for children and their families.

The organization is currently working with the U.",-1.4263449907302856,-79.87532043457031,4.163453885481553,56,64000,0,step16000,-1.4175214767456055,0,64000,
step128000,128000,step143000,143000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,"

The organization is called the National Alliance for the Homeless, and it is a nonprofit that works to end homelessness. It has a website, a Facebook page, and a Twitter account. It has a Facebook page with more than 1,000 followers.

The",-1.430410385131836,-80.10298156738281,4.180414419869977,56,15000,0,step16000,-1.4175214767456055,0,15000,
step128000,128000,step128000,128000,argument_001,argument,Give the strongest argument against using exams as the main measure of learning.,"

The argument that exams are the main measure of learning is based on the assumption that the most important thing is the ability to learn. This is a very simplistic view of learning. The most important thing is the ability to learn. The ability to learn is not the only",-1.2535574436187744,-70.19921875,3.502781767808265,56,0,1,step128000,-1.2535574436187744,1,0,0.1077275276184082
step128000,128000,step143000,143000,argument_001,argument,Give the strongest argument against using exams as the main measure of learning.,"

The most important thing to remember is that the exams are not the only measure of learning. The other things that you need to do are to be consistent in your learning and to be consistent in your learning.

The most important thing to remember is that the exams are",-1.3612849712371826,-76.2319564819336,3.9012030161026043,56,15000,0,step128000,-1.2535574436187744,1,15000,0.1077275276184082
step128000,128000,step143000,143000,argument_002,argument,Give the strongest argument against measuring a city's health only by economic growth.,"

""The city's health is not measured by economic growth,"" he said. ""It's measured by the quality of life of the people who live there.""

The city's health is measured by the quality of life of the people who live there, he said.",-0.9938305616378784,-55.654510498046875,2.7015631816267422,56,15000,0,step143000,-0.9938305616378784,0,15000,-0.1516813039779663
step128000,128000,step128000,128000,argument_002,argument,Give the strongest argument against measuring a city's health only by economic growth.,"

""The health of a city is not a function of its economic growth,"" said Dr. David H. Kessler, a professor of economics at the University of California, Berkeley. ""It's a function of the health of the people who live there.""

",-1.1455118656158447,-63.00315475463867,3.1440502762596774,55,0,1,step143000,-0.9938305616378784,0,0,-0.1516813039779663
step128000,128000,step64000,64000,argument_003,argument,Give the strongest argument against replacing libraries with fully digital services.,"

The problem with the current approach is that it is not clear how to make the library system more efficient. The current approach is to use a library that is already in use by the user, and then to use the library to provide the service. This is not a very",-1.7582769393920898,-98.46350860595703,5.802430835921457,56,64000,0,step64000,-1.7582769393920898,0,64000,
step128000,128000,step128000,128000,argument_004,argument,Give the strongest argument against making speed the main value in journalism.,"

I think the main reason for the decline in the number of journalists is that the media is not a business. It is a profession. It is a profession that is not about money. It is about the people who work in it.

The media is not a",-1.8193800449371338,-101.88528442382812,6.168033360804437,56,0,1,step128000,-1.8193800449371338,1,0,
step128000,128000,step143000,143000,argument_007,argument,Give the strongest argument against using attendance as a proxy for engagement.,"

The most important thing to remember is that the more people you have in your life, the more likely you are to have a strong relationship with them.

If you are a single parent, you are more likely to have a strong relationship with your children. If you",-1.152117371559143,-64.51856994628906,3.1648870620379594,56,15000,0,step143000,-1.152117371559143,0,15000,
step128000,128000,step64000,64000,argument_007,argument,Give the strongest argument against using attendance as a proxy for engagement.,"

The most important thing to remember is that the more you can do to engage with your students, the more likely you are to get them to engage with you.

The best way to do this is to make sure that you are engaging with your students in a way",-1.2383233308792114,-69.34610748291016,3.449824398903104,56,64000,0,step143000,-1.152117371559143,0,64000,
step128000,128000,step143000,143000,argument_008,argument,Give the strongest argument against centralizing all public services in one office.,"

The problem is that the public sector is not a monolithic entity. It is a collection of different departments, each with its own strengths and weaknesses. The public sector is not a monolithic entity. It is a collection of different departments, each with its own strengths and",-1.1115795373916626,-62.248451232910156,3.039155064241766,56,15000,0,step143000,-1.1115795373916626,0,15000,
step128000,128000,step16000,16000,argument_009,argument,Give the strongest argument against relying on rankings to compare universities.,"

The University of California, Berkeley, has been ranked as the No. 1 university in the nation for the past two years, according to the University of California, Berkeley, College of Business.

The University of California, Berkeley, has been ranked as the No.",-1.62552011013031,-91.02912902832031,5.081061061379494,56,112000,0,step16000,-1.62552011013031,0,112000,
step128000,128000,step16000,16000,argument_013,argument,Give the strongest argument against judging writing only by grammar and correctness.,"

The best way to get around this is to make sure that you are not judging by the grammar and correctness of your writing.

The best way to get around this is to make sure that you are not judging by the grammar and correctness of your writing.

",-1.1130160093307495,-61.21588134765625,3.0435238622867495,55,112000,0,step16000,-1.1130160093307495,0,112000,
step128000,128000,step143000,143000,argument_015,argument,Give the strongest argument against using one metric to evaluate teachers.,"

The most important thing to remember is that teachers are human beings. They are not robots. They are human beings who have their own unique strengths and weaknesses. They are human beings who have their own unique strengths and weaknesses. They are human beings who have their own unique strengths",-1.3389701843261719,-74.98233032226562,3.8151126188971256,56,15000,0,step143000,-1.3389701843261719,0,15000,
step128000,128000,step16000,16000,argument_015,argument,Give the strongest argument against using one metric to evaluate teachers.,"

The best way to do this is to use a metric that is a measure of how well teachers are doing. For example, if you are teaching a class of students, you might use the number of students per teacher to evaluate how well they are doing.

The",-1.641097068786621,-91.90143585205078,5.160828191208786,56,112000,0,step143000,-1.3389701843261719,0,112000,
step128000,128000,step64000,64000,argument_019,argument,Give the strongest argument against assuming transparency alone creates trust.,"

The problem with this approach is that it is not clear that the trustworthiness of the evidence is the only issue. The fact that the evidence is not strong enough to support a conclusion that the evidence is trustworthy is not a reason to assume that the evidence is trustworthy.",-1.893935203552246,-106.06037139892578,6.645468564686243,56,64000,0,step64000,-1.893935203552246,0,64000,
step128000,128000,step64000,64000,argument_020,argument,Give the strongest argument against using automation as the default response to every coordination problem.,"

The most important thing to remember is that the best way to solve a coordination problem is to use the best available solution.

The best solution is the one that is most likely to be used by the majority of the population.

The best solution is the one",-1.6322104930877686,-91.4037857055664,5.115169276995559,56,64000,0,step64000,-1.6322104930877686,0,64000,
step128000,128000,step143000,143000,explanation_004,explanation,Explain why museums use wall labels.,"

The museum’s website says: “The museum is dedicated to the preservation of the history of the city of London and the surrounding area. It is a place where visitors can discover the history of London and the city’s people. The museum is a place where visitors",-1.93413245677948,-108.31141662597656,6.918039752772047,56,15000,0,step143000,-1.93413245677948,0,15000,
step128000,128000,step128000,128000,explanation_006,explanation,Explain why hospitals use triage systems.,"

The authors have no conflicts of interest to disclose.

![Flow chart of the study.](jgc-16-11-g001){#F1}

![The flow chart of the study.](jgc-16-11-g002){#F2",-2.1761057376861572,-121.8619155883789,8.811923413003104,56,0,1,step128000,-2.1761057376861572,1,0,0.4768376350402832
step128000,128000,step16000,16000,explanation_006,explanation,Explain why hospitals use triage systems.,"

“We’re not just talking about the numbers, we’re talking about the process,” said Dr. David K. Kuhn, a professor of medicine at the University of California, San Francisco.

“We’re talking about the process of tri",-2.6529433727264404,-148.56483459472656,14.195760628245491,56,112000,0,step128000,-2.1761057376861572,1,112000,0.4768376350402832
step128000,128000,step64000,64000,explanation_006,explanation,Explain why hospitals use triage systems.,"

The authors would like to thank the following people for their help in this study: Dr. David H. B. H. Lee, Dr. David H. B. H. Lee, Dr. David H. B. H. Lee, Dr. David H.",-2.684208631515503,-150.31568908691406,14.646605930392898,56,64000,0,step128000,-2.1761057376861572,1,64000,0.4768376350402832
step128000,128000,step64000,64000,explanation_007,explanation,Explain why towns maintain public transit.,"

The city of San Diego has a public transit system that is the largest in the country. The San Diego Regional Transit Authority (SDRTA) is the largest transit agency in the country. The SDRTA is the largest transit agency in the United States. The SD",-2.0271027088165283,-113.51774597167969,7.592058060109588,56,64000,0,step64000,-2.0271027088165283,0,64000,-0.15672087669372559
step128000,128000,step143000,143000,explanation_007,explanation,Explain why towns maintain public transit.,"

The city of New York has a long history of public transit. The city’s first subway system opened in 1883, and the city’s first bus system opened in 1905. The city’s first subway line opened in 1909, and the city’s first",-2.0501351356506348,-114.80757141113281,7.768950897607357,56,15000,0,step64000,-2.0271027088165283,0,15000,-0.15672087669372559
step128000,128000,step128000,128000,explanation_007,explanation,Explain why towns maintain public transit.,"

The city of New York has a long history of public transit. The city’s first subway system was built in 1883, and the first subway car was built in the Bronx in 1904. The city’s first subway car was the first subway car in the world",-2.183823585510254,-122.29412078857422,8.880195615289384,56,0,1,step64000,-2.0271027088165283,0,0,-0.15672087669372559
step128000,128000,step16000,16000,explanation_007,explanation,Explain why towns maintain public transit.,"

“We’re not going to be able to do this without public transportation,” said Mayor John Hancock. “We’re going to have to do this on a local level.”

The city is also considering a proposal to build a new $1.5",-2.3794829845428467,-133.2510528564453,10.799318005990912,56,112000,0,step64000,-2.0271027088165283,0,112000,-0.15672087669372559
step128000,128000,step64000,64000,explanation_009,explanation,Explain why universities require office hours.,"

The University of California, Berkeley, has a long history of being a leader in the field of education. In the early 1900s, the university was the first to offer a full-time, full-time, full-time, full-time, full-time",-1.5469163656234741,-86.6273193359375,4.696964108380891,56,64000,0,step64000,-1.5469163656234741,0,64000,-0.07602298259735107
step128000,128000,step128000,128000,explanation_009,explanation,Explain why universities require office hours.,"

The University of California, Berkeley, has a long history of providing free, on-campus office hours to its students. The university has also been a leader in the development of technology that allows students to work remotely from home.

The university has also been a",-1.6229393482208252,-90.88460540771484,5.067964958762616,56,0,1,step64000,-1.5469163656234741,0,0,-0.07602298259735107
step128000,128000,step143000,143000,explanation_009,explanation,Explain why universities require office hours.,"

The University of California, Berkeley, has a long history of providing free, on-campus office hours to its students. The university has also been a leader in the development of the Office of Student Affairs, which provides a range of services to students, including advising,",-2.223598003387451,-124.52149200439453,9.240518542410427,56,15000,0,step64000,-1.5469163656234741,0,15000,-0.07602298259735107
step128000,128000,step64000,64000,explanation_010,explanation,Explain why software teams use version control.,"

The following are some of the most common reasons why software teams use version control:

1. Version control is a way to ensure that your software is always up to date.

2. Version control is a way to ensure that your software is always up to",-1.5211411714553833,-85.18390655517578,4.577445866296328,56,64000,0,step64000,-1.5211411714553833,0,64000,-0.08118414878845215
step128000,128000,step128000,128000,explanation_010,explanation,Explain why software teams use version control.,"

The first step in version control is to create a version control system. This is a system that allows you to track changes in your code. Version control systems are used to track changes in your code.

Version control systems are used to track changes in your code.",-1.6023253202438354,-89.73021697998047,4.964563212151343,56,0,1,step64000,-1.5211411714553833,0,0,-0.08118414878845215
step128000,128000,step64000,64000,explanation_011,explanation,Explain why newspapers keep corrections pages.,"

The first thing to note is that the corrections page is not a page that is automatically generated. It is a page that is manually created by the editor. The editor is responsible for creating the page and for making sure that it is correct.

The second thing to",-2.4093434810638428,-134.92323303222656,11.126653887678016,56,64000,0,step64000,-2.4093434810638428,0,64000,
step128000,128000,step64000,64000,explanation_012,explanation,Explain why research groups maintain lab notebooks.,"

The research groups are also required to keep a journal of their research.

The journal should be kept in a locked cabinet and should be kept in a locked cabinet with a lock.

The journal should be kept in a locked cabinet with a lock.

",-2.6484878063201904,-145.6668243408203,14.132651172668627,55,64000,0,step64000,-2.6484878063201904,0,64000,
step128000,128000,step16000,16000,explanation_013,explanation,Explain why legislatures use committees.,"

The committee’s report, which was released in January, said the state’s “unprecedented” use of the committee’s powers to “create and implement” a new law “is a violation of the state’s constitutional right to a public hearing.”
",-2.3405911922454834,-131.07310485839844,10.387375683807841,56,112000,0,step16000,-2.3405911922454834,0,112000,
step128000,128000,step16000,16000,explanation_014,explanation,Explain why cities zone industrial districts.,"

The city of San Francisco has been criticized for its lack of industrial districts, and the city’s industrial districts are often the most expensive in the country.

The city’s industrial districts are often the most expensive in the country.

The city’s",-2.5483858585357666,-142.70960998535156,12.786447980588807,56,112000,0,step16000,-2.5483858585357666,0,112000,-0.8558080196380615
step128000,128000,step128000,128000,explanation_014,explanation,Explain why cities zone industrial districts.,"

The city of New York has a long history of zoning. In the early 1900s, the city was a leader in the development of the industrial districts. The city’s first zoning ordinance was passed in 1883, and the first zoning ordinance was passed in New York",-3.404193878173828,-190.63485717773438,30.090029714848768,56,0,1,step16000,-2.5483858585357666,0,0,-0.8558080196380615
step128000,128000,step128000,128000,explanation_015,explanation,Explain why conferences use peer review.,"

The peer review process is a critical component of the process of peer review. Peer review is a process in which a group of reviewers reviews a paper and makes a decision about whether or not to accept the paper. Peer review is a process in which a group of reviewers reviews",-1.5371971130371094,-86.08303833007812,4.65153425754281,56,0,1,step128000,-1.5371971130371094,1,0,
step128000,128000,step16000,16000,judgment_004,judgment,Should a workplace optimize for speed or careful review when deadlines are tight?,"

The answer is yes.

The most important thing to remember is that you should not be too quick to judge a company’s performance.

The best way to do this is to make sure that you are not too quick to judge a company’s performance",-1.466395378112793,-82.1181411743164,4.333586014417345,56,112000,0,step16000,-1.466395378112793,0,112000,
step128000,128000,step143000,143000,judgment_008,judgment,Should a newsroom publish quickly with updates or wait for fuller confirmation?,"

I’m not sure I’d call it a “newsroom” but I’m sure it’s a place where people can get their news.

I’m not sure I’d call it a “newsroom” but I’m sure",-1.0003516674041748,-56.019691467285156,2.719237927678087,56,15000,0,step143000,-1.0003516674041748,0,15000,
step128000,128000,step64000,64000,judgment_009,judgment,Should a university require broad general education or early specialization?,"

I am a graduate student in the field of education. I am interested in the question of whether a university should require broad general education or early specialization. I am not sure if I understand the question correctly.

A:

The question is not about whether a",-1.253556251525879,-70.19915008544922,3.502777592169494,56,64000,0,step64000,-1.253556251525879,0,64000,-0.07829165458679199
step128000,128000,step128000,128000,judgment_009,judgment,Should a university require broad general education or early specialization?,"

A:

The answer is yes.
The University of California, Berkeley, has a general education requirement for all students.  The requirement is that the student must have a general education in the sciences, mathematics, and the humanities.  The requirement is not",-1.331847906112671,-74.58348083496094,3.7880368604074626,56,0,1,step64000,-1.253556251525879,0,0,-0.07829165458679199
step128000,128000,step128000,128000,judgment_010,judgment,Should a team reuse old tools or switch to a more capable but riskier system?,"

I'm not sure if this is a good question, but I'm wondering if there is a way to make a team that has been using a tool for a while, but is now using a new tool, and then switch to the new tool.

A:",-1.2505439519882202,-70.03046417236328,3.492242052914671,56,0,1,step128000,-1.2505439519882202,1,0,0.01580512523651123
step128000,128000,step64000,64000,judgment_010,judgment,Should a team reuse old tools or switch to a more capable but riskier system?,"

I'm not sure if this is a good question, but I'm curious about the pros and cons of using a different tool for different tasks.

A:

I would say that it's a good idea to use a tool that is more capable than the",-1.2663490772247314,-70.9155502319336,3.5478758675057476,56,64000,0,step128000,-1.2505439519882202,1,64000,0.01580512523651123
step128000,128000,step64000,64000,judgment_013,judgment,Should a community preserve a historic building or replace it with housing?,"

The answer is yes.

The City of San Diego has a historic building that is being preserved and is being used as a community center. The building is located in the heart of the city and is a great example of how a community can preserve a historic building.",-1.7839199304580688,-99.8995132446289,5.9531466616220055,56,64000,0,step64000,-1.7839199304580688,0,64000,
step128000,128000,step64000,64000,judgment_014,judgment,Should a school ban phones outright or regulate their use?,"

I’m not sure what you mean by “ban phones outright” but I’m sure you’re referring to the fact that the FCC has not yet decided whether or not to ban phones outright.

I’m not sure what you mean by “regulate",-1.3124552965164185,-73.49749755859375,3.715284648062468,56,64000,0,step64000,-1.3124552965164185,0,64000,
step128000,128000,step16000,16000,judgment_016,judgment,Should an editor favor clarity or stylistic individuality in a student essay?,"

The following is a list of the most common questions asked by students in the course of writing a student essay.

1. What is the purpose of the essay?

2. What is the purpose of the essay?

3. What is the purpose",-1.273595929145813,-71.32137298583984,3.573680185658174,56,112000,0,step16000,-1.273595929145813,0,112000,
step128000,128000,step64000,64000,judgment_017,judgment,Should a town build a large central park or several smaller parks?,"

I think it's a good idea to have a central park. It's a great place to get away from the hustle and bustle of the city. It's also a great place to get away from the city.

I think it's a good idea",-1.0180374383926392,-57.010093688964844,2.7677575355838333,56,64000,0,step64000,-1.0180374383926392,0,64000,
step128000,128000,step143000,143000,judgment_017,judgment,Should a town build a large central park or several smaller parks?,"

I think that the answer is yes.

The problem is that the parks are not large enough to support the number of people who would use them.

The parks are not large enough to support the number of people who would use them.

The parks",-1.1146026849746704,-62.41775131225586,3.0483567805936933,56,15000,0,step64000,-1.0180374383926392,0,15000,
step128000,128000,step128000,128000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,"

I’ve been teaching for over 20 years and I’ve never seen a course that was so difficult that I couldn’t get through it. I’ve taught in many different settings, but I’ve never seen a course that was so difficult that I couldn",-1.1574839353561401,-64.81909942626953,3.181917286386871,56,0,1,step128000,-1.1574839353561401,1,0,0.12704944610595703
step128000,128000,step64000,64000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,"

I’m not sure if this is a question that I’m asking, but I’m curious about the answer. I’m a high school teacher and I’ve been teaching for about a year now. I’ve been teaching for about a year and",-1.2845333814620972,-71.93386840820312,3.612981679595043,56,64000,0,step128000,-1.1574839353561401,1,64000,0.12704944610595703
step128000,128000,step16000,16000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,"

The answer is yes.

The question is, “What is the most important thing you can do to improve your mastery of a difficult course?”

The answer is, “I don’t know.”

The question is, “What is the most",-1.2992342710494995,-72.75711822509766,3.666488056387572,56,112000,0,step128000,-1.1574839353561401,1,112000,0.12704944610595703
step128000,128000,step16000,16000,style_opening_001,style_opening,Write the opening paragraph of an essay about memory.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.6206992864608765,-90.75916290283203,5.056625109980372,56,112000,0,step16000,-1.6206992864608765,0,112000,
step128000,128000,step143000,143000,style_opening_006,style_opening,Write the opening paragraph of an essay about public attention.,"

The essay is a great way to get your point across. It’s also a great way to get your point across to your audience.

The opening paragraph is the most important part of your essay. It’s the first thing that your audience sees when they",-1.5259406566619873,-85.45267486572266,4.599468055327366,56,15000,0,step143000,-1.5259406566619873,0,15000,
step128000,128000,step16000,16000,style_opening_006,style_opening,Write the opening paragraph of an essay about public attention.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.6937503814697266,-94.85002136230469,5.439843986311402,56,112000,0,step143000,-1.5259406566619873,0,112000,
step128000,128000,step16000,16000,style_opening_010,style_opening,Write the opening paragraph of an essay about maintenance.,"

The first thing you should do is to write a short introduction. This is a good way to introduce yourself to the reader and to make them feel comfortable with you.

The second thing you should do is to write a short conclusion. This is a good way to",-2.1294219493865967,-119.24763488769531,8.410003998129584,56,112000,0,step16000,-2.1294219493865967,0,112000,
step128000,128000,step16000,16000,style_opening_011,style_opening,Write the opening paragraph of an essay about attention.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.6974257230758667,-95.05583953857422,5.4598740573745745,56,112000,0,step16000,-1.6974257230758667,0,112000,
step128000,128000,step16000,16000,style_opening_013,style_opening,Write the opening paragraph of an essay about delay.,"

The first thing you should do is to write a short introduction. This is a good way to introduce yourself to the reader and to make them feel comfortable with you.

The second thing you should do is to write a short conclusion. This is a good way to",-1.6188108921051025,-90.65341186523438,5.047085218037434,56,112000,0,step16000,-1.6188108921051025,0,112000,
step128000,128000,step64000,64000,style_opening_015,style_opening,Write the opening paragraph of an essay about archives.,"

The first thing you need to do is to find a good place to start. You can start by looking at the website of the university or college you are applying to. You can also look at the university’s website and see if there are any other places that you",-1.6014033555984497,-89.6785888671875,4.959988169727712,56,64000,0,step64000,-1.6014033555984497,0,64000,
step128000,128000,step16000,16000,style_opening_015,style_opening,Write the opening paragraph of an essay about archives.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.635546326637268,-91.59059143066406,5.132261122206939,56,112000,0,step64000,-1.6014033555984497,0,112000,
step128000,128000,step16000,16000,style_opening_016,style_opening,Write the opening paragraph of an essay about public language.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.3779678344726562,-77.16619873046875,3.9668321714450085,56,112000,0,step16000,-1.3779678344726562,0,112000,
step128000,128000,step16000,16000,style_opening_017,style_opening,Write the opening paragraph of an essay about rules.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.741792917251587,-97.5404052734375,5.707567450661991,56,112000,0,step16000,-1.741792917251587,0,112000,
step128000,128000,step16000,16000,style_opening_018,style_opening,Write the opening paragraph of an essay about access.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",-1.6512775421142578,-92.47154235839844,5.213636214199203,56,112000,0,step16000,-1.6512775421142578,0,112000,
step128000,128000,step143000,143000,style_opening_019,style_opening,Write the opening paragraph of an essay about expertise and doubt.,"

The essay is a great way to introduce your topic and to get your reader to think about it.

The opening paragraph is the most important part of your essay. It is the first thing your reader will see and it is the first thing they will remember.
",-1.312102198600769,-73.47772216796875,3.713973020377322,56,15000,0,step143000,-1.312102198600769,0,15000,
step128000,128000,step16000,16000,style_opening_020,style_opening,Write the opening paragraph of an essay about common goods.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a conclusion. This is",-1.7106101512908936,-95.7941665649414,5.532336009989826,56,112000,0,step16000,-1.7106101512908936,0,112000,
step143000,143000,step128000,128000,advice_001,advice,A student is overwhelmed by choices. What should they do first?," What should they do after? What should they do now?

The first step is to decide what you want to do. You can do this by asking yourself the following questions:

What do I want to do?

What do I want to do now?",-1.0852104425430298,-60.771785736083984,2.960062676316458,56,15000,0,step128000,-1.0852104425430298,0,15000,
step143000,143000,step64000,64000,advice_001,advice,A student is overwhelmed by choices. What should they do first?," What should they do after? What should they do if they don’t like the way they look?

The answer is simple: they should do nothing.

The first step is to decide what you want to do.

The second step is to decide what",-1.3754857778549194,-77.02720642089844,3.9569984783424013,56,79000,0,step128000,-1.0852104425430298,0,79000,
step143000,143000,step143000,143000,advice_003,advice,A researcher has collected too much material for one paper. What should they do first?,"

A:

The first thing to do is to find out what you want to say.  If you want to say that the government is not doing enough to protect the environment, then you should say that.  If you want to say that the government is not",-1.0707257986068726,-59.96064758300781,2.917496246429476,56,0,1,step143000,-1.0707257986068726,1,0,0.07856917381286621
