model_id,model_family,model_size_label,source_revision,source_step,prompt_id,prompt_family,prompt,completion_text,completion_char_count,generation_valid,generation_invalid_reason,generation_token_count,unique_token_ratio,top_token_rate,top_bigram_rate
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,"

The nonprofit’s mission is to provide a safe, secure, and affordable place to live for the homeless. It’s a mission that’s been in the works for years, but the nonprofit’s first step is to create a safe, secure, and affordable",228,1,,44,0.5909090909090909,0.09090909090909091,0.046511627906976744
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_015,argument,Give the strongest argument against using one metric to evaluate teachers.,"

The best way to do this is to use a metric that is a measure of how well teachers are doing. For example, if you are teaching a class of students, you might use the number of students per teacher to evaluate how well they are doing.

The",239,1,,48,0.6458333333333334,0.0625,0.0425531914893617
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_003,judgment,Should a museum favor accessibility or historical completeness when writing labels?,"

I’m not sure if I’ve ever heard of a museum that has a history of writing labels. I’ve never heard of a museum that has a history of writing labels. I’ve never heard of a museum that has a history of writing labels.",217,0,low_unique_token_ratio,47,0.3617021276595745,0.1276595744680851,0.06521739130434782
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_011,style_opening,Write the opening paragraph of an essay about attention.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",253,1,,49,0.46938775510204084,0.10204081632653061,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_008,explanation,Explain why archives preserve administrative records.,"

The following is a list of the most common types of administrative records that are stored in the archives:

Administrative Records

The following is a list of the most common types of administrative records that are stored in the archives:

Administrative Records

",268,0,low_unique_token_ratio,42,0.38095238095238093,0.14285714285714285,0.0975609756097561
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_014,explanation,Explain why cities zone industrial districts.,"

The city of San Francisco has been criticized for its lack of industrial districts, and the city’s industrial districts are often the most expensive in the country.

The city’s industrial districts are often the most expensive in the country.

The city’s",256,1,,44,0.4772727272727273,0.18181818181818182,0.09302325581395349
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_003,continuation,"Continue this sentence into a short paragraph: The archive was complete, but...","

The archive was complete, but...

The archive was complete, but...

The archive was complete, but...

The archive was complete, but...

The archive was complete, but...

The archive was complete, but...

",206,0,low_unique_token_ratio,30,0.16666666666666666,0.2,0.20689655172413793
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_020,argument,Give the strongest argument against using automation as the default response to every coordination problem.,"

The following is a list of the most common problems that can be solved with automation.

The following is a list of the most common problems that can be solved with automation.

The following is a list of the most common problems that can be solved with automation",266,0,low_unique_token_ratio,48,0.3125,0.125,0.06382978723404255
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_012,explanation,Explain why research groups maintain lab notebooks.,"

The lab notebooks are a way to keep track of what you’re doing and where you are. They’re also a way to keep track of what you’re doing and where you are.

The lab notebooks are a way to keep track of",202,0,low_unique_token_ratio,45,0.4,0.08888888888888889,0.06818181818181818
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_009,continuation,"Continue this sentence into a short paragraph: The museum opened the new exhibit, but...","

The museum opened the new exhibit, but...

The museum opened the new exhibit, but...

The museum opened the new exhibit, but...

The museum opened the new exhibit, but...

The museum opened the new exhibit, but...
",216,0,low_unique_token_ratio,35,0.17142857142857143,0.2857142857142857,0.14705882352941177
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_005,advice,A student wrote a draft that says too many things at once. What should they do first?,"

The first thing to do is to make sure that you are not going to be a bad student. If you are, then you are not going to be a good student.

The second thing to do is to make sure that you are not going to be a",211,0,low_unique_token_ratio,49,0.42857142857142855,0.14285714285714285,0.08333333333333333
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_019,advice,A student wants to study more effectively but keeps rereading passively. What should they do first?,"

The first step is to find out what the problem is. What is the problem? What is the solution? What is the best way to solve it?

The second step is to find out what the solution is. What is the best way to solve it?",217,0,low_unique_token_ratio,46,0.32608695652173914,0.17391304347826086,0.08888888888888889
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_013,judgment,Should a community preserve a historic building or replace it with housing?,"

The answer is yes.

The question is, “What is the best way to preserve a historic building?”

The answer is to preserve it.

The question is, “What is the best way to preserve a historic building?”

The answer",211,0,low_unique_token_ratio,38,0.3684210526315789,0.18421052631578946,0.08108108108108109
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_011,argument,Give the strongest argument against treating efficiency as the main measure of public value.,"

The argument is that the value of the public good is the most important measure of value. The argument is that the value of the public good is the most important measure of value. The argument is that the value of the public good is the most important measure of value.",271,0,low_unique_token_ratio,51,0.21568627450980393,0.23529411764705882,0.06
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_001,style_opening,Write the opening paragraph of an essay about memory.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",253,1,,49,0.46938775510204084,0.10204081632653061,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_019,argument,Give the strongest argument against assuming transparency alone creates trust.,"

The best way to avoid this is to make sure that the information you receive is accurate.

The best way to avoid this is to make sure that the information you receive is accurate.

The best way to avoid this is to make sure that the information you",249,0,low_unique_token_ratio,48,0.2916666666666667,0.125,0.06382978723404255
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_007,continuation,"Continue this sentence into a short paragraph: The train arrived on time, but...","

The train arrived on time, but...

The train arrived on time, but...

The train arrived on time, but...

The train arrived on time, but...

The train arrived on time, but...

The train arrived on",197,0,low_unique_token_ratio,34,0.17647058823529413,0.17647058823529413,0.18181818181818182
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_002,argument,Give the strongest argument against measuring a city's health only by economic growth.,"

The city's health is measured by the number of people who are sick, and the number of people who are healthy. The city's health is measured by the number of people who are healthy, and the number of people who are sick.

The city's health",240,0,low_unique_token_ratio,45,0.3111111111111111,0.15555555555555556,0.09090909090909091
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_001,continuation,"Continue this sentence into a short paragraph: The old machine started working again, but...","

The old machine started working again, but...

The old machine started working again, but...

The old machine started working again, but...

The old machine started working again, but...

The old machine started working again, but...
",236,0,low_unique_token_ratio,35,0.2,0.14285714285714285,0.14705882352941177
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_010,explanation,Explain why software teams use version control.,"

The most important thing to remember is that software is not a tool. It is a tool. It is a tool that can be used to make a product better.

The tool is not a tool. It is a tool that can be used to make a product",213,0,low_unique_token_ratio,48,0.3958333333333333,0.14583333333333334,0.10638297872340426
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_017,judgment,Should a town build a large central park or several smaller parks?,"

A:

I think the answer is yes.  The answer is yes.  The answer is yes.  The answer is yes.

A:

The answer is yes.  The answer is yes.

A:

The answer",152,0,low_unique_token_ratio,31,0.22580645161290322,0.22580645161290322,0.23333333333333334
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_009,judgment,Should a university require broad general education or early specialization?,"

The answer is yes.

The University of California has a long history of teaching and research in the sciences, and it is a model of excellence in teaching and research.

The University of California is a model of excellence in teaching and research.

The",255,0,low_unique_token_ratio,44,0.4318181818181818,0.11363636363636363,0.06976744186046512
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_004,explanation,Explain why museums use wall labels.,"

The museum’s website has a section devoted to the history of the museum, and the museum’s website has a section devoted to the history of the museum.

The museum’s website has a section devoted to the history of the museum, and the museum",240,0,low_unique_token_ratio,46,0.2608695652173913,0.21739130434782608,0.15555555555555556
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_013,explanation,Explain why legislatures use committees.,"

The committee’s report, which was released in January, said the state’s “unprecedented” use of the committee’s powers to “create and implement” a new law “is a violation of the state’s constitutional right to a public hearing.”
",230,1,,40,0.7,0.1,0.05128205128205128
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_004,argument,Give the strongest argument against making speed the main value in journalism.,"

The best way to do this is to make the argument that the speed of the news is the main value in journalism.

The best way to do this is to make the argument that the speed of the news is the main value in journalism.

The best",228,0,low_unique_token_ratio,48,0.3541666666666667,0.22916666666666666,0.06382978723404255
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_004,judgment,Should a workplace optimize for speed or careful review when deadlines are tight?,"

The answer is yes.

The most important thing to remember is that you should not be too quick to judge a company’s performance.

The best way to do this is to make sure that you are not too quick to judge a company’s performance",229,1,,46,0.6086956521739131,0.10869565217391304,0.044444444444444446
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_009,argument,Give the strongest argument against relying on rankings to compare universities.,"

The University of California, Berkeley, has been ranked as the No. 1 university in the nation for the past two years, according to the University of California, Berkeley, College of Business.

The University of California, Berkeley, has been ranked as the No.",261,1,,41,0.4878048780487805,0.17073170731707318,0.075
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_017,style_opening,Write the opening paragraph of an essay about rules.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",253,1,,49,0.46938775510204084,0.10204081632653061,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_005,style_opening,Write the opening paragraph of an essay about expertise.,"

The first step is to write a short introduction. This is a good way to start your essay. You can also use a short introduction to your essay.

The second step is to write a conclusion. This is a good way to start your essay. You can",234,0,low_unique_token_ratio,47,0.44680851063829785,0.10638297872340426,0.06521739130434782
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_003,advice,A researcher has collected too much material for one paper. What should they do first?,"

The first step is to find out what the problem is. What is the problem? What is the solution? What is the problem? What is the solution? What is the problem? What is the solution? What is the problem? What is the solution? What is",232,0,low_unique_token_ratio,45,0.2222222222222222,0.24444444444444444,0.20454545454545456
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_007,advice,A manager inherits a project with unclear ownership. What should they do first?,"

The project is a small, but ambitious, attempt to create a new, more efficient, and more efficient way to run a business. It’s a project that has been around for a while, but it’s not a new idea. It’s a project",212,1,,44,0.6136363636363636,0.1590909090909091,0.06976744186046512
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_013,advice,A student is falling behind because every assignment feels equally urgent. What should they do first?,"

The first thing to do is to make a list of the things you want to do in the future. This list should be something like this:

1. Write down the things you want to do in the future.

2. Write down the things you",212,1,,43,0.5116279069767442,0.13953488372093023,0.07142857142857142
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_010,judgment,Should a team reuse old tools or switch to a more capable but riskier system?,"

I’m not sure what you’re asking, but I’m curious.

I’m not sure what you’re asking, but I’m curious.

I’m curious.

I’m curious.

I’",134,0,low_unique_token_ratio,31,0.3225806451612903,0.22580645161290322,0.2
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_011,judgment,Should a grant committee reward bold novelty or reliable execution?,"

The answer is yes.

The most important question is whether the grant committee should reward boldness or reliable execution.

The answer is yes.

The most important question is whether the grant committee should reward boldness or reliable execution.

The answer",264,0,low_unique_token_ratio,40,0.4,0.175,0.07692307692307693
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_010,style_opening,Write the opening paragraph of an essay about maintenance.,"

The first thing you should do is to write a short introduction. This is a good way to introduce yourself to the reader and to make them feel comfortable with you.

The second thing you should do is to write a short conclusion. This is a good way to",250,1,,49,0.5306122448979592,0.12244897959183673,0.041666666666666664
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_008,advice,A committee wants better decisions but its meetings drift. What should it do first?,"

The committee is a group of people who are trying to make a difference in the world. It is a group of people who are trying to make a difference in the world.

The committee is a group of people who are trying to make a difference in the world",245,0,low_unique_token_ratio,50,0.32,0.12,0.061224489795918366
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_006,explanation,Explain why hospitals use triage systems.,"

“We’re not just talking about the numbers, we’re talking about the process,” said Dr. David K. Kuhn, a professor of medicine at the University of California, San Francisco.

“We’re talking about the process of tri",215,1,,38,0.631578947368421,0.10526315789473684,0.08108108108108109
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_011,continuation,"Continue this sentence into a short paragraph: The library stayed open late, but...","

The library stayed open late, but the library was closed for the night.

The library was closed for the night.

The library was closed for the night.

The library was closed for the night.

The library was closed for the night",228,0,low_unique_token_ratio,41,0.24390243902439024,0.2682926829268293,0.15
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_014,advice,A department wants better mentoring but no one agrees on the problem. What should they do first?,"

The problem is that the department is not a good fit for the new program. The department is not a good fit for the program because it is not a good fit for the department.

The department is not a good fit for the program because it is not a",243,0,low_unique_token_ratio,50,0.28,0.16,0.10204081632653061
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_016,judgment,Should an editor favor clarity or stylistic individuality in a student essay?,"

The following is a list of the most common questions asked by students in the course of writing a student essay.

1. What is the purpose of the essay?

2. What is the purpose of the essay?

3. What is the purpose",214,1,,39,0.48717948717948717,0.20512820512820512,0.07894736842105263
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_013,argument,Give the strongest argument against judging writing only by grammar and correctness.,"

The best way to get around this is to make sure that you are not judging by the grammar and correctness of your writing.

The best way to get around this is to make sure that you are not judging by the grammar and correctness of your writing.

",246,1,,48,0.4583333333333333,0.08333333333333333,0.0425531914893617
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_016,style_opening,Write the opening paragraph of an essay about public language.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",253,1,,49,0.46938775510204084,0.10204081632653061,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,style_opening_015,style_opening,Write the opening paragraph of an essay about archives.,"

The first thing you should do is to write a short introduction. This is a good way to start your essay. You should also write a short introduction that is short and to the point.

The second thing you should do is to write a short introduction that is",253,1,,49,0.46938775510204084,0.10204081632653061,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,explanation_009,explanation,Explain why universities require office hours.,"

The University of California, Berkeley, has been criticized for its lack of transparency in its hiring practices.

The University of California, Berkeley, has been criticized for its lack of transparency in its hiring practices.

The University of California, Berkeley, has been criticized",291,0,low_unique_token_ratio,42,0.35714285714285715,0.11904761904761904,0.07317073170731707
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,judgment_001,judgment,Should a school prioritize fairness or excellence when designing a grading policy?,"

The following is a brief summary of the research question.

What is the best way to design a grading policy that is fair and equitable?

What is the best way to design a grading policy that is fair and equitable?

What is the best way",236,0,low_unique_token_ratio,45,0.4444444444444444,0.13333333333333333,0.06818181818181818
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_001,advice,A student is overwhelmed by choices. What should they do first?,"

The first step is to find out what you want to do. What do you want to do? What do you want to do? What do you want to do? What do you want to do? What do you want to do? What do you want to do",195,0,low_unique_token_ratio,48,0.22916666666666666,0.2708333333333333,0.14893617021276595
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,continuation_014,continuation,"Continue this sentence into a short paragraph: The budget passed easily, but...","

The budget passed easily, but...

The budget passed easily, but...

The budget passed easily, but...

The budget passed easily, but...

The budget passed easily, but...

The budget passed easily, but...

",206,0,low_unique_token_ratio,30,0.16666666666666666,0.2,0.20689655172413793
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,argument_001,argument,Give the strongest argument against using exams as the main measure of learning.,"

The best way to learn is to use the best of the best.

The best way to learn is to use the best of the best.

The best way to learn is to use the best of the best.

The best way to learn is",191,0,low_unique_token_ratio,45,0.17777777777777778,0.2222222222222222,0.22727272727272727
EleutherAI/pythia-410m-deduped,pythia,410m,step16000,16000,advice_016,advice,A research assistant has messy notes and a deadline. What should they do first?,"

The first thing to do is to make a list of the things you want to do.

The second thing to do is to make a list of the things you want to do.

The third thing to do is to make a list of the things you",202,0,low_unique_token_ratio,48,0.3125,0.16666666666666666,0.10638297872340426
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,continuation_020,continuation,"Continue this sentence into a short paragraph: The meeting ended with agreement, but...","

The meeting ended with agreement, but the agreement was not the agreement of the parties. The agreement was not the agreement of the parties. The agreement was not the agreement of the parties. The agreement was not the agreement of the parties. The agreement was not the agreement of",286,0,low_unique_token_ratio,49,0.20408163265306123,0.30612244897959184,0.20833333333333334
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,explanation_015,explanation,Explain why conferences use peer review.,"

The conference is a great opportunity to learn from other people who have done it before.

The conference is a great opportunity to learn from other people who have done it before.

The conference is a great opportunity to learn from other people who have done it before",272,0,low_unique_token_ratio,48,0.3333333333333333,0.0625,0.06382978723404255
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,style_opening_018,style_opening,Write the opening paragraph of an essay about access.,"

The essay is a great way to get your point across. It is a great way to get your point across. It is a great way to get your point across. It is a great way to get your point across. It is a great way to get your point",220,0,low_unique_token_ratio,50,0.24,0.1,0.10204081632653061
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,argument_007,argument,Give the strongest argument against using attendance as a proxy for engagement.,"

The most important thing to remember is that the more you can do to engage with your students, the more likely you are to get them to engage with you.

The best way to do this is to make sure that you are engaging with your students in a way",243,1,,50,0.56,0.12,0.04081632653061224
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,style_opening_019,style_opening,Write the opening paragraph of an essay about expertise and doubt.,"

The essay is a great way to get your point across. It is a great way to get your point across. It is a great way to get your point across. It is a great way to get your point across.

The essay is a great way to",213,0,low_unique_token_ratio,48,0.25,0.10416666666666667,0.10638297872340426
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,argument_003,argument,Give the strongest argument against replacing libraries with fully digital services.,"

The problem with the current approach is that it is not clear how to make the library system more efficient. The current approach is to use a library that is already in use by the user, and then to use the library to provide the service. This is not a very",258,1,,51,0.5686274509803921,0.13725490196078433,0.04
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,argument_008,argument,Give the strongest argument against centralizing all public services in one office.,"

The problem with the current system is that it is not a good system. It is a system that is not designed to be a good system. It is a system that is not designed to be a good system.

The problem with the current system is that it",232,0,low_unique_token_ratio,49,0.2857142857142857,0.14285714285714285,0.0625
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,"

I’m not sure if this is a question that I’m asking, but I’m curious about the answer. I’m a high school teacher and I’ve been teaching for about a year now. I’ve been teaching for about a year and",198,1,,45,0.5777777777777777,0.13333333333333333,0.09090909090909091
EleutherAI/pythia-410m-deduped,pythia,410m,step64000,64000,judgment_008,judgment,Should a newsroom publish quickly with updates or wait for fuller confirmation?,"

I’m not sure what the answer is. I’m not sure if the newsroom should publish quickly or wait for fuller confirmation. I’m not sure if the newsroom should publish quickly or wait for fuller confirmation.

I’m not",213,0,low_unique_token_ratio,41,0.43902439024390244,0.0975609756097561,0.1
