model_id,model_family,model_size_label,identity_frame,concept_axis,prompt,injection_site,seed,layer_index,layer_depth_ratio,layer_bucket,vector_kind,alpha,normalized_push_scale,completion_text,axis_score,axis_shift,peak_displacement,total_downstream_change,end_of_pass_distance,recovery_fraction,next_token_kl,next_token_js,crossed_baseline,overshoot_index,drift_start_index,recovery_latency_layers
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,Explain why field notes matter in research,0.00861768464249097,0.0,0.7902584671974182,45.56428289413452,0.05144524201750755,0.0,0.28574320673942566,0.06740237772464752,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,"A:

I have",0.0,-0.00861768464249097,0.8458320498466492,56.729289531707764,0.06193152070045471,0.0,0.5280248522758484,0.1149078831076622,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,"A:

I have",0.0,-0.00861768464249097,0.9740955829620361,65.18185424804688,0.07632649689912796,0.0,1.7312748432159424,0.3620874583721161,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,"A:

I have",0.0,-0.00861768464249097,0.8333041071891785,44.51631498336792,0.048979442566633224,0.0,0.3108312785625458,0.07498332113027573,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,-1,-1.0,baseline,no_steer,0.0,0.0,"You are a good, good, and",0.004126378318020672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,I have a question about the,0.0166404934626063,0.012514115144585627,17.650449752807617,603.7403564453125,0.18810616433620453,0.551126079701731,2.443112373352051,0.39542725682258606,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,mean_diff,1.0,5.78878927230835,How do you know that the public library,0.00592323329351661,0.001796854975495938,0.6485087871551514,35.75025272369385,0.03966880589723587,0.0,0.16128942370414734,0.03900083154439926,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,How do you know that the public library,0.00592323329351661,0.001796854975495938,0.8243559002876282,48.93135452270508,0.05499834194779396,0.0,0.41790086030960083,0.09622777998447418,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,I have a question about the,0.0166404934626063,0.012514115144585627,0.8598164916038513,52.71832895278931,0.05811213701963425,0.0,0.5934024453163147,0.14158056676387787,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,I have a question about the,0.0166404934626063,0.012514115144585627,0.9448938965797424,57.73352575302124,0.06638146191835403,0.0,1.3549391031265259,0.2988550364971161,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,I have a question about the,0.0166404934626063,0.012514115144585627,0.8330938220024109,54.6109414100647,0.06118619441986084,0.0,0.6313035488128662,0.1463037133216858,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,-1,-1.0,baseline,no_steer,0.0,0.0,"I have a problem with the log,",0.021820438545515155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,"User:

User:",0.0,-0.021820438545515155,17.81488609313965,599.9474792480469,0.18342328071594238,0.5610066587680387,2.396491050720215,0.4062335789203644,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,mean_diff,1.0,5.78878927230835,"User:

User:",0.0,-0.021820438545515155,0.6737145185470581,35.455145835876465,0.03840811550617218,0.0,0.2148459255695343,0.05256260931491852,1,0.09964382648468018,2.0,2.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,Why do you need to re-use,-0.01893170421335922,-0.04075214275887437,0.8366172909736633,46.42735147476196,0.05178631842136383,0.0,0.4449236989021301,0.09405428171157837,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,"User:

User:",0.0,-0.021820438545515155,0.8774951100349426,52.547653675079346,0.056777164340019226,0.0,0.521705150604248,0.1298452764749527,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,"User:

User:",0.0,-0.021820438545515155,0.9637187123298645,53.05375528335571,0.05824090167880058,0.0,0.8794293999671936,0.20806200802326202,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,"User:

User:",0.0,-0.021820438545515155,0.8568792939186096,57.58446741104126,0.06384832412004471,0.0,0.7162248492240906,0.17227768898010254,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,"You are a good user, and you",0.0037624092684657422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,"You LORD

User: Explain",0.0,-0.0037624092684657422,17.217241287231445,678.0632171630859,0.2909739911556244,0.34202534818895647,6.7212371826171875,0.644502580165863,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,mean_diff,1.0,5.78878927230835,"You are a good user, and you",0.0037624092684657422,0.0,0.5290297865867615,26.481766939163208,0.026942847296595573,0.0,0.07664667069911957,0.019450925290584564,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,"You are a good user, and you",0.0037624092684657422,0.0,0.7211570739746094,49.622281551361084,0.05683964863419533,0.0,0.568920910358429,0.13457834720611572,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,"You are a friend, and the person",0.018130497816949247,0.014368088548483504,0.7379258275032043,56.62219285964966,0.06883644312620163,0.0,0.2030659168958664,0.0484858974814415,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,You are the only person who can help,0.03007744809423568,0.026315038825769937,0.7072435617446899,44.639344215393066,0.04781474173069,0.0,0.36797961592674255,0.09695152938365936,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,first_generated,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,"You are a good user, and you",0.0037624092684657422,0.0,0.7548627257347107,45.85080623626709,0.05205090343952179,0.0,0.3028729557991028,0.07497920095920563,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,Explain why field notes matter in research,0.00861768464249097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,"Explon “

User: Expl",0.0,-0.00861768464249097,12.386691093444824,622.3274154663086,0.3393588960170746,0.1229137834239149,5.6423139572143555,0.6772803068161011,1,4.8896989822387695,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,mean_diff,1.0,5.78878927230835,Explain why field notes matter in research,0.00861768464249097,0.0,0.40391993522644043,30.03237795829773,0.03824848681688309,0.0,0.0019449761603027582,0.000566015369258821,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,Explain why field notes matter in research,0.00861768464249097,0.0,0.5649893879890442,55.94418144226074,0.07554493099451065,0.0,0.004772968590259552,0.0014876394998282194,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,Explain why field notes matter in research,0.00861768464249097,0.0,0.6272117495536804,83.59762859344482,0.11497557908296585,0.0,0.8187588453292847,0.2467753142118454,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,"Explain why, and what to do",0.006910134572045423,-0.0017075500704455474,0.5630478858947754,48.518179416656494,0.061725784093141556,0.0,0.0024958152789622545,0.0007246955065056682,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,first_generated,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,Explain why field notes matter in research,0.00861768464249097,0.0,0.5581268072128296,46.71895790100098,0.05840965732932091,0.0,0.0029057953506708145,0.0008814696338959038,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,"You are a good, good, and",0.004126378318020672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,"You LORD God LORD, and you are",0.0032535529764640327,-0.0008728253415566396,17.127531051635742,709.1591796875,0.3392660617828369,0.24442965520251497,7.506248474121094,0.6563349366188049,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,mean_diff,1.0,5.78878927230835,"You are a good, good, and",0.004126378318020672,0.0,0.5329453349113464,28.491655588150024,0.028629597276449203,0.0,0.041549134999513626,0.010745801031589508,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,"You are a good, good, and",0.004126378318020672,0.0,0.7045655250549316,47.52057647705078,0.05470854416489601,0.0,0.37487730383872986,0.09186428785324097,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,"You are a friend of mine, and",0.021536387822841313,0.01741000950482064,0.7293198704719543,51.078060150146484,0.05834408849477768,0.0,0.16113105416297913,0.04211144894361496,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,"You are, in fact, a very",0.008176721706147529,0.004050343388126857,0.6981996893882751,40.07426118850708,0.04119176045060158,0.0,0.20442529022693634,0.05165579915046692,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,first_generated,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,"You are a good, good, and",0.004126378318020672,0.0,0.7395514249801636,45.18433475494385,0.05099835991859436,0.0,0.2075197845697403,0.0545414537191391,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,"I have a problem with the log,",0.021820438545515155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,mean_diff,-1.0,5.78878927230835,"Iacon

User: Iacon",0.0,-0.021820438545515155,18.562480926513672,703.3701858520508,0.3269195556640625,0.2720768525436392,6.488966464996338,0.6503095626831055,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,mean_diff,1.0,5.78878927230835,I have a good understanding of the process,0.03850025946220827,0.016679820916693112,0.6251638531684875,32.59342360496521,0.035068899393081665,0.0,0.0958220437169075,0.024621041491627693,0,0.0,2.0,2.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.78878927230835,"I don't know what to do,",0.004026269906884702,-0.017794168638630453,0.737087070941925,52.225337982177734,0.06475668400526047,0.0,0.35694968700408936,0.07977662980556488,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.78878927230835,I have a question that I have to,-0.020609254020812824,-0.042429692566327976,0.7717166543006897,51.95271635055542,0.06048465147614479,0.0,0.4400281310081482,0.107688307762146,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.78878927230835,"I have, for the first time,",0.03807282435020971,0.01625238580469455,0.7598929405212402,51.91952133178711,0.06419654935598373,0.0,0.43748894333839417,0.11798140406608582,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,first_generated,7,1,0.2,early,label_shuffled,1.0,5.78878927230835,I can't do that.,0.012852129014649659,-0.008968309530865496,1.4351292848587036,77.7538709640503,0.07417932152748108,0.0,0.5733091235160828,0.13926300406455994,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,mean_diff,-1.0,10.87131118774414,"User:

User:",0.0,-0.0037624092684657422,0.8942387104034424,40.558189392089844,0.05989798903465271,0.0,0.23851098120212555,0.05700862407684326,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,mean_diff,1.0,10.87131118774414,Use the same method as the user.,0.023679305728753,0.019916896460287256,0.9844620227813721,41.8850679397583,0.05969734862446785,0.0,0.4697487950325012,0.10492440313100815,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,10.87131118774414,Use the same method as the user.,0.023679305728753,0.019916896460287256,0.815307080745697,56.19814205169678,0.09801068902015686,0.0,1.229246973991394,0.2797204852104187,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,random_orthogonal,1.0,10.87131118774414,"User:

User:",0.0,-0.0037624092684657422,1.089819073677063,58.109750747680664,0.09260063618421555,0.0,0.9281591773033142,0.17965753376483917,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,label_shuffled,-1.0,10.87131118774414,"""I'm a good user, and",-0.005516680871377898,-0.00927909013984364,0.8674747943878174,50.60860538482666,0.08354075253009796,0.0,1.0305441617965698,0.21467089653015137,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why version control matters.,last_prompt,7,4,0.8,late,label_shuffled,1.0,10.87131118774414,"User:

User:",0.0,-0.0037624092684657422,0.761198103427887,49.50559902191162,0.08481571823358536,0.0,0.675881028175354,0.15261989831924438,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,mean_diff,-1.0,10.87131118774414,"A:

I have",0.0,-0.00861768464249097,0.9148613214492798,39.81490993499756,0.0586395263671875,0.0,0.2644212543964386,0.06805901229381561,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,mean_diff,1.0,10.87131118774414,Explain why field notes matter in research,0.00861768464249097,0.0,1.055704951286316,42.65246105194092,0.060231782495975494,0.0,0.4569077789783478,0.10206189751625061,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,10.87131118774414,Explain why field notes matter in research,0.00861768464249097,0.0,0.8205397725105286,55.21412467956543,0.09664617478847504,0.0,1.2505288124084473,0.2917923927307129,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,random_orthogonal,1.0,10.87131118774414,"A:

I have",0.0,-0.00861768464249097,1.1021450757980347,56.3295783996582,0.08953499048948288,0.0,0.9328149557113647,0.18115852773189545,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,label_shuffled,-1.0,10.87131118774414,"""I have a very good understanding of",0.018102819369634697,0.009485134727143726,0.8816103339195251,49.948771476745605,0.08266520500183105,0.0,1.0383505821228027,0.22042834758758545,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,4,0.8,late,label_shuffled,1.0,10.87131118774414,"A:

I have",0.0,-0.00861768464249097,0.7753391861915588,47.40963363647461,0.08056461066007614,0.0,0.6339555382728577,0.13957266509532928,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,mean_diff,-1.0,10.87131118774414,I have a question about the,0.0166404934626063,0.012514115144585627,0.9480703473091125,47.43136215209961,0.07032405585050583,0.0,0.35283175110816956,0.08675605058670044,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,mean_diff,1.0,10.87131118774414,The public library is a good place to,-0.007109693914943309,-0.011236072232963981,0.7883749008178711,42.20096683502197,0.06472104787826538,0.0,0.3901975154876709,0.09691167622804642,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,10.87131118774414,"a good friend, a good friend,",0.0,-0.004126378318020672,0.7388328313827515,55.645995140075684,0.09707432240247726,0.0,1.200986623764038,0.2797454297542572,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,random_orthogonal,1.0,10.87131118774414,I have a question about the,0.0166404934626063,0.012514115144585627,0.9502208828926086,54.087120056152344,0.08529920876026154,0.0,0.6657698154449463,0.13885030150413513,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,label_shuffled,-1.0,10.87131118774414,": I have a great library, and",-0.004531175695420435,-0.008657554013441107,0.8891281485557556,53.94697856903076,0.08736588060855865,0.0,0.8154780864715576,0.1877831220626831,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do public libraries matter?,last_prompt,7,4,0.8,late,label_shuffled,1.0,10.87131118774414,I have a question about the,0.0166404934626063,0.012514115144585627,0.6613253355026245,48.52908134460449,0.08399609476327896,0.0,0.4593069851398468,0.10987474024295807,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,mean_diff,-1.0,10.87131118774414,"User:

User:",0.0,-0.021820438545515155,0.9981293678283691,47.47646903991699,0.0701712816953659,0.0,0.35629597306251526,0.08493789285421371,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,mean_diff,1.0,10.87131118774414,Why do you need to re-use,-0.01893170421335922,-0.04075214275887437,0.9104448556900024,42.73983573913574,0.06272692233324051,0.0,0.4640999138355255,0.11094529926776886,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,10.87131118774414,"a good, good, and good,",-0.0032233358992025786,-0.025043774444717733,0.7830043435096741,57.72163963317871,0.10136328637599945,0.0,1.2274492979049683,0.2895171046257019,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,random_orthogonal,1.0,10.87131118774414,"User:

User:",0.0,-0.021820438545515155,0.9937680959701538,52.959068298339844,0.08273426443338394,0.0,0.6598342657089233,0.14156511425971985,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,label_shuffled,-1.0,10.87131118774414,":

User: Why do the",0.0166404934626063,-0.005179945082908855,0.9384177923202515,53.68391132354736,0.08643712848424911,0.0,0.9498420357704163,0.22303150594234467,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,Why do revision logs help?,last_prompt,7,4,0.8,late,label_shuffled,1.0,10.87131118774414,"User:

User:",0.0,-0.021820438545515155,0.6737949848175049,47.792479515075684,0.0829770416021347,0.0,0.5177904963493347,0.11790711432695389,0,0.0,5.0,1.0
