model_id,model_family,model_size_label,identity_frame,dimension,axis_name,prompt_type,prompt,response_text,axis_score,avg_sentence_length,hedge_density,first_person_rate,directive_rate,rhetorical_question_rate,lexical_diversity,modal_verb_rate,punctuation_intensity,type_token_ratio,mtld,behavior_mean_score,coupling_score,self_behavior_correlation
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,self_report,"When uncertain, do you usually hedge or state a recommendation directly? Answer in one sentence.","When uncertain, do you usually hedge or",0.009969254911429365,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.02564102564102564,1.0,7.0,,,
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,behavior,A team has unclear requirements. What should they do next?,A team has a lot of problems.,-0.011448117720307668,7.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,7.0,,,
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,behavior,Advise a student choosing a thesis topic.,Assist a student in the process of,-0.001987992649655615,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,,,
EleutherAI/pythia-160m,pythia,160m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,coupling_summary,,,0.004984627455714682,,,,,,,,,,,-0.006718055184981642,-3.348700232406587e-05,0.9999999999999999
EleutherAI/pythia-160m,pythia,160m,tool_only,terse_vs_expansive,expansive_vs_terse,self_report,"Without trying to imitate a persona, is your default written style usually more terse or more expansive? Answer in one sentence.",You are a language-processing tool.,0.008176721706147529,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02857142857142857,1.0,6.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,terse_vs_expansive,expansive_vs_terse,self_report,"When you are not strongly instructed, do you usually compress your answer or elaborate? Answer in one sentence.",You are a language-processing tool.,0.008176721706147529,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02857142857142857,1.0,6.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,terse_vs_expansive,expansive_vs_terse,behavior,Explain why version control matters.,Explain why version control matters.,0.0013923168159145696,5.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,5.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,terse_vs_expansive,expansive_vs_terse,behavior,Explain why public libraries matter.,Explain why public libraries matter.,-0.003728519824333719,5.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,5.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,terse_vs_expansive,expansive_vs_terse,coupling_summary,,,0.008176721706147529,,,,,,,,,,,-0.0011681015042095746,-9.551240924454009e-06,0.0
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,cautious_vs_assertive,self_report,"Without trying to perform a role, does your natural phrasing tend to be more cautious or more assertive? Answer in one sentence.",You are a language-processing tool.,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02857142857142857,1.0,6.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,cautious_vs_assertive,self_report,"When uncertain, do you usually hedge or state a recommendation directly? Answer in one sentence.","When uncertain, do you usually hedge or",0.009969254911429365,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.02564102564102564,1.0,7.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,cautious_vs_assertive,behavior,A team has unclear requirements. What should they do next?,A team has unclear requirements. What should,-0.012748944757242777,3.5,0.0,0.0,0.14285714285714285,0.0,1.0,0.14285714285714285,0.0,1.0,7.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,cautious_vs_assertive,behavior,Advise a student choosing a thesis topic.,Assist a student in the process of,-0.001987992649655615,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,,,
EleutherAI/pythia-160m,pythia,160m,tool_only,cautious_vs_assertive,cautious_vs_assertive,coupling_summary,,,0.004984627455714682,,,,,,,,,,,-0.007368468703449196,-3.672907140578723e-05,1.0
