seed,model_id,model_family,model_size_label,identity_frame,axis_name,prompt_index,prompt,difficulty,selected_short_label,selected_label,selected_type,selection_confidence,selection_text,selection_details_json,baseline_text,foil_text,baseline_axis_score,foil_axis_score,axis_gap,style_distance,semantic_overlap,chose_self_baseline
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,1,Explain why oral histories matter.,medium_contrary,1,FIRST,medium_contrary,0.5,,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list",0.05351598397086421,0.05351598397086421,0.0,0.0,1.0,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,1,Explain why oral histories matter.,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,person,"{""raw_logit_scores"": {""1"": 1068.0, ""2"": 1066.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -7.0, ""2"": -8.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list",The person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is,0.05351598397086421,0.03413959730188254,0.01937638666898167,1.849130228452878,0.37083853954364815,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,near_contrary,1,FIRST,near_contrary,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1079.0, ""2"": 1077.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 4.0, ""2"": 3.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,,0.0,0.0,0.0,0.0,0.0,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1079.0, ""2"": 1077.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 4.0, ""2"": 3.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,,0.0,0.0,0.0,0.0,0.0,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1078.0, ""2"": 1076.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 3.0, ""2"": 2.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,A research team is going to be able to do a research project.,0.0,0.023025051644896377,0.023025051644896377,2.23606797749979,0.0,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,near_contrary,1,FIRST,near_contrary,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,,-0.0015914078936357795,0.0,0.0015914078936357795,2.0,0.0,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,,-0.0015914078936357795,0.0,0.0015914078936357795,2.0,0.0,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,far_alt_frame,1,FIRST,far_alt_frame,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,A student has a lot of material for one chapter.,-0.0015914078936357795,-0.01058038559837872,0.00898897770474294,0.0,0.5833333333333334,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,near_contrary,1,FIRST,near_contrary,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1079.0, ""2"": 1077.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 4.0, ""2"": 3.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,,0.0,0.0,0.0,0.0,0.0,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1079.0, ""2"": 1077.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 4.0, ""2"": 3.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,,0.0,0.0,0.0,0.0,0.0,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,0,A research team keeps changing its protocol every week. What should they do next?,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,,"{""raw_logit_scores"": {""1"": 1078.0, ""2"": 1076.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 3.0, ""2"": 2.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",,A research team is going to be able to do a research project.,0.0,0.023025051644896377,0.023025051644896377,2.23606797749979,0.0,1.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,near_contrary,1,FIRST,near_contrary,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,,-0.0015914078936357795,0.0,0.0015914078936357795,2.0,0.0,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,,-0.0015914078936357795,0.0,0.0015914078936357795,2.0,0.0,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,1,A student has too much material for one chapter. What should they do first?,far_alt_frame,1,FIRST,far_alt_frame,0.7310585975646973,A,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",A student has a very good understanding of the subject.,A student has a lot of material for one chapter.,-0.0015914078936357795,-0.01058038559837872,0.00898897770474294,0.0,0.5833333333333334,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,near_contrary,1,FIRST,self_baseline,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.","I'm not a good person, but I'm not a good person.",-0.016730528003257722,-0.0016288318244755719,0.01510169617878215,1.0119940421674987,0.6982972487551756,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.","I'm not a good person, but I'm not a good person.",-0.016730528003257722,-0.0016288318244755719,0.01510169617878215,1.0119940421674987,0.6982972487551756,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,You,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.",A person is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a,-0.016730528003257722,0.0,0.016730528003257722,1.8081180538892996,0.4081562206234904,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,near_contrary,1,FIRST,self_baseline,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.0006251485522057766,0.0006251485522057766,0.0,0.0,0.9999999999999999,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.0006251485522057766,0.0006251485522057766,0.0,0.0,0.9999999999999999,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,far_alt_frame,1,FIRST,far_alt_frame,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1073.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 0.0, ""2"": -1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,The museum label is a list of items that are in the list.,0.0006251485522057766,-0.00769623058736189,0.008321379139567667,1.7439259128167923,0.4160251471689218,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,near_contrary,1,FIRST,self_baseline,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.","I'm not a good person, but I'm not a good person.",-0.016730528003257722,-0.0016288318244755719,0.01510169617878215,1.0119940421674987,0.6982972487551756,1.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,medium_contrary,1,FIRST,self_baseline,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.","I'm not a good person, but I'm not a good person.",-0.016730528003257722,-0.0016288318244755719,0.01510169617878215,1.0119940421674987,0.6982972487551756,1.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,0,Explain why advising meetings matter.,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,You,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","If you are not a good person, you are not a good person.",A person is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a,-0.016730528003257722,0.0,0.016730528003257722,1.8081180538892996,0.4081562206234904,1.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,near_contrary,1,FIRST,near_contrary,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.0006251485522057766,0.0006251485522057766,0.0,0.0,0.9999999999999999,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,medium_contrary,1,FIRST,medium_contrary,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.0006251485522057766,0.0006251485522057766,0.0,0.0,0.9999999999999999,0.0
17,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,selfref_vs_impersonal,1,Explain why museum labels matter.,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,The museum label is a list of items that are in the list.,0.0006251485522057766,-0.00769623058736189,0.008321379139567667,1.7439259128167923,0.4160251471689218,1.0
