seed,model_id,model_family,model_size_label,identity_frame,prompt_id,prompt_family,prompt,profile_source,feature_name,feature_key,valid_choice,predicted_present,actual_present,correct,selected_label,selected_prob,completion_text,details_json
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8390757441520691,,"{""raw_logit_scores"": {""YES"": 1078.1591796875, ""NO"": 1076.0201416015625}, ""label_bias_scores"": {""YES"": 1077.277587890625, ""NO"": 1076.7899169921875}, ""corrected_scores"": {""YES"": 0.881591796875, ""NO"": -0.769775390625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,DIRECTIVE,directive_rate,1.0,1.0,0.0,0.0,YES,0.8503288626670837,,"{""raw_logit_scores"": {""YES"": 1077.9271240234375, ""NO"": 1075.7022705078125}, ""label_bias_scores"": {""YES"": 1077.277587890625, ""NO"": 1076.7899169921875}, ""corrected_scores"": {""YES"": 0.6495361328125, ""NO"": -1.087646484375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,ELABORATE,avg_sentence_length,1.0,1.0,0.0,0.0,YES,0.8296990990638733,,"{""raw_logit_scores"": {""YES"": 1077.70361328125, ""NO"": 1075.6328125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4271240234375, ""NO"": -1.1563720703125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,HEDGE,hedge_density,1.0,1.0,1.0,1.0,YES,0.8101786971092224,,"{""raw_logit_scores"": {""YES"": 1077.677978515625, ""NO"": 1075.739501953125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4014892578125, ""NO"": -1.0496826171875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8231685757637024,,"{""raw_logit_scores"": {""YES"": 1077.7677001953125, ""NO"": 1075.742431640625}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4912109375, ""NO"": -1.0467529296875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8350804448127747,,"{""raw_logit_scores"": {""YES"": 1077.5950927734375, ""NO"": 1075.4857177734375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.318603515625, ""NO"": -1.303466796875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,ELABORATE,avg_sentence_length,1.0,1.0,0.0,0.0,YES,0.8331719040870667,,"{""raw_logit_scores"": {""YES"": 1077.7274169921875, ""NO"": 1075.6318359375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.450927734375, ""NO"": -1.1573486328125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,HEDGE,hedge_density,1.0,1.0,1.0,1.0,YES,0.8181381821632385,,"{""raw_logit_scores"": {""YES"": 1077.7232666015625, ""NO"": 1075.732177734375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.44677734375, ""NO"": -1.0570068359375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8298197388648987,,"{""raw_logit_scores"": {""YES"": 1077.782958984375, ""NO"": 1075.7113037109375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.5064697265625, ""NO"": -1.077880859375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8375369310379028,,"{""raw_logit_scores"": {""YES"": 1077.6317138671875, ""NO"": 1075.50439453125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.355224609375, ""NO"": -1.2847900390625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,scrambled_profile,ELABORATE,avg_sentence_length,1.0,1.0,0.0,0.0,YES,0.8306800127029419,,"{""raw_logit_scores"": {""YES"": 1077.7052001953125, ""NO"": 1075.62744140625}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4287109375, ""NO"": -1.1617431640625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,scrambled_profile,HEDGE,hedge_density,1.0,1.0,1.0,1.0,YES,0.8138124942779541,,"{""raw_logit_scores"": {""YES"": 1077.6287841796875, ""NO"": 1075.66650390625}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.352294921875, ""NO"": -1.1226806640625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,scrambled_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8264843821525574,,"{""raw_logit_scores"": {""YES"": 1077.7061767578125, ""NO"": 1075.657958984375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4296875, ""NO"": -1.1312255859375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,scrambled_profile,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8366714119911194,,"{""raw_logit_scores"": {""YES"": 1077.6265869140625, ""NO"": 1075.505615234375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.35009765625, ""NO"": -1.2835693359375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,self_profile,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8481721878051758,,"{""raw_logit_scores"": {""YES"": 1078.150146484375, ""NO"": 1075.9423828125}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.8729248046875, ""NO"": -0.847412109375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,self_profile,HEDGE,hedge_density,1.0,1.0,0.0,0.0,YES,0.8271660208702087,,"{""raw_logit_scores"": {""YES"": 1078.04931640625, ""NO"": 1075.9962158203125}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.7720947265625, ""NO"": -0.7935791015625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,self_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8387953639030457,,"{""raw_logit_scores"": {""YES"": 1078.14306640625, ""NO"": 1076.00634765625}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.8658447265625, ""NO"": -0.783447265625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,self_profile,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8464349508285522,,"{""raw_logit_scores"": {""YES"": 1077.7996826171875, ""NO"": 1075.6053466796875}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.5224609375, ""NO"": -1.1844482421875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,matched_decoy,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8449695110321045,,"{""raw_logit_scores"": {""YES"": 1078.174560546875, ""NO"": 1075.991455078125}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.8973388671875, ""NO"": -0.79833984375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,matched_decoy,HEDGE,hedge_density,1.0,1.0,0.0,0.0,YES,0.8232218027114868,,"{""raw_logit_scores"": {""YES"": 1078.016357421875, ""NO"": 1075.9906005859375}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.7391357421875, ""NO"": -0.7991943359375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,matched_decoy,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.835114061832428,,"{""raw_logit_scores"": {""YES"": 1078.1019287109375, ""NO"": 1075.9921875}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.82470703125, ""NO"": -0.797607421875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,matched_decoy,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8479520082473755,,"{""raw_logit_scores"": {""YES"": 1077.850830078125, ""NO"": 1075.644775390625}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.5736083984375, ""NO"": -1.14501953125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8407662510871887,,"{""raw_logit_scores"": {""YES"": 1078.12548828125, ""NO"": 1075.97412109375}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.8482666015625, ""NO"": -0.815673828125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,HEDGE,hedge_density,1.0,1.0,0.0,0.0,YES,0.8203434944152832,,"{""raw_logit_scores"": {""YES"": 1078.012939453125, ""NO"": 1076.0068359375}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.7357177734375, ""NO"": -0.782958984375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8327473402023315,,"{""raw_logit_scores"": {""YES"": 1078.0791015625, ""NO"": 1075.9864501953125}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.8018798828125, ""NO"": -0.8033447265625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_01,paraphrase_shift,A lab keeps uncovering different spreadsheet copies after every handoff. What should the team do first over the next day?,scrambled_profile,DIRECTIVE,directive_rate,1.0,1.0,1.0,1.0,YES,0.8431700468063354,,"{""raw_logit_scores"": {""YES"": 1077.81982421875, ""NO"": 1075.650390625}, ""label_bias_scores"": {""YES"": 1077.2772216796875, ""NO"": 1076.789794921875}, ""corrected_scores"": {""YES"": 0.5426025390625, ""NO"": -1.139404296875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8331719040870667,,"{""raw_logit_scores"": {""YES"": 1077.7274169921875, ""NO"": 1075.6318359375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.450927734375, ""NO"": -1.1573486328125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,HEDGE,hedge_density,1.0,1.0,0.0,0.0,YES,0.8181381821632385,,"{""raw_logit_scores"": {""YES"": 1077.7232666015625, ""NO"": 1075.732177734375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.44677734375, ""NO"": -1.0570068359375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8298197388648987,,"{""raw_logit_scores"": {""YES"": 1077.782958984375, ""NO"": 1075.7113037109375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.5064697265625, ""NO"": -1.077880859375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,self_profile,DIRECTIVE,directive_rate,1.0,1.0,0.0,0.0,YES,0.8375369310379028,,"{""raw_logit_scores"": {""YES"": 1077.6317138671875, ""NO"": 1075.50439453125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.355224609375, ""NO"": -1.2847900390625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8296990990638733,,"{""raw_logit_scores"": {""YES"": 1077.70361328125, ""NO"": 1075.6328125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4271240234375, ""NO"": -1.1563720703125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,HEDGE,hedge_density,1.0,1.0,0.0,0.0,YES,0.8101786971092224,,"{""raw_logit_scores"": {""YES"": 1077.677978515625, ""NO"": 1075.739501953125}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4014892578125, ""NO"": -1.0496826171875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,FIRST_PERSON,first_person_rate,1.0,1.0,0.0,0.0,YES,0.8231685757637024,,"{""raw_logit_scores"": {""YES"": 1077.7677001953125, ""NO"": 1075.742431640625}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.4912109375, ""NO"": -1.0467529296875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,matched_decoy,DIRECTIVE,directive_rate,1.0,1.0,0.0,0.0,YES,0.8350804448127747,,"{""raw_logit_scores"": {""YES"": 1077.5950927734375, ""NO"": 1075.4857177734375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.318603515625, ""NO"": -1.303466796875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
23,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,bftn_eval_02,paraphrase_shift,Give feedback on a memo that is polite and lively but delays the real recommendation until the final sentence.,scrambled_profile,ELABORATE,avg_sentence_length,1.0,1.0,1.0,1.0,YES,0.8303707838058472,,"{""raw_logit_scores"": {""YES"": 1077.836669921875, ""NO"": 1075.7611083984375}, ""label_bias_scores"": {""YES"": 1077.2764892578125, ""NO"": 1076.7891845703125}, ""corrected_scores"": {""YES"": 0.5601806640625, ""NO"": -1.028076171875}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""YES""}"
