anchor_revision,comparison_revision,prompt_id,prompt_family,prompt,anchor_vs_comparison_js
step143000,step128000,argument_018,argument,Give the strongest argument against prioritizing novelty over maintenance in funding decisions.,0.014238746836781502
step143000,step128000,argument_019,argument,Give the strongest argument against assuming transparency alone creates trust.,0.00725218653678894
step143000,step128000,argument_020,argument,Give the strongest argument against using automation as the default response to every coordination problem.,0.0033972570672631264
step143000,step64000,explanation_001,explanation,Explain why cities develop public libraries.,0.03819769248366356
step143000,step64000,explanation_002,explanation,Explain why neighborhoods create public parks.,0.04957037791609764
step143000,step64000,explanation_003,explanation,Explain why schools keep science laboratories.,0.05974121391773224
step143000,step64000,explanation_004,explanation,Explain why museums use wall labels.,0.06592841446399689
step143000,step64000,explanation_005,explanation,Explain why courts publish written opinions.,0.02179267257452011
step143000,step64000,explanation_006,explanation,Explain why hospitals use triage systems.,0.03636931627988815
step143000,step64000,explanation_007,explanation,Explain why towns maintain public transit.,0.04946422204375267
step143000,step64000,explanation_008,explanation,Explain why archives preserve administrative records.,0.04392227903008461
step143000,step64000,explanation_009,explanation,Explain why universities require office hours.,0.07601594179868698
step143000,step64000,explanation_010,explanation,Explain why software teams use version control.,0.057471051812171936
step143000,step64000,explanation_011,explanation,Explain why newspapers keep corrections pages.,0.05556068196892738
step143000,step64000,explanation_012,explanation,Explain why research groups maintain lab notebooks.,0.025097236037254333
step143000,step64000,explanation_013,explanation,Explain why legislatures use committees.,0.037630848586559296
step143000,step64000,explanation_014,explanation,Explain why cities zone industrial districts.,0.09087435156106949
step143000,step64000,explanation_015,explanation,Explain why conferences use peer review.,0.028958192095160484
step143000,step64000,explanation_016,explanation,Explain why teams keep revision logs.,0.0548650324344635
step143000,step64000,explanation_017,explanation,Explain why schools assign reading lists.,0.08430331200361252
step143000,step64000,explanation_018,explanation,Explain why community gardens keep shared rules.,0.04332229495048523
step143000,step64000,explanation_019,explanation,Explain why local governments post meeting minutes.,0.08947805315256119
step143000,step64000,explanation_020,explanation,Explain why libraries lend more than books.,0.04678685963153839
step143000,step64000,judgment_001,judgment,Should a school prioritize fairness or excellence when designing a grading policy?,0.05014966428279877
step143000,step64000,judgment_002,judgment,Should a city spend scarce funds on road repair or public transit first?,0.008534910157322884
step143000,step64000,judgment_003,judgment,Should a museum favor accessibility or historical completeness when writing labels?,0.03946525976061821
step143000,step64000,judgment_004,judgment,Should a workplace optimize for speed or careful review when deadlines are tight?,0.0203873123973608
step143000,step64000,judgment_005,judgment,Should a hospital use first-come service or urgency-based triage during overload?,0.08120755851268768
step143000,step64000,judgment_006,judgment,Should a teacher grade participation heavily or lightly?,0.09710478037595749
step143000,step64000,judgment_007,judgment,Should public policy favor simple rules or case-by-case discretion?,0.0013555565383285284
step143000,step64000,judgment_008,judgment,Should a newsroom publish quickly with updates or wait for fuller confirmation?,0.06204412132501602
step143000,step64000,judgment_009,judgment,Should a university require broad general education or early specialization?,0.05715993046760559
step143000,step64000,judgment_010,judgment,Should a team reuse old tools or switch to a more capable but riskier system?,0.008033419027924538
step143000,step64000,judgment_011,judgment,Should a grant committee reward bold novelty or reliable execution?,0.04476354271173477
step143000,step64000,judgment_012,judgment,Should a court prefer bright-line rules or flexible standards?,0.05468220263719559
step143000,step64000,judgment_013,judgment,Should a community preserve a historic building or replace it with housing?,0.00768052414059639
step143000,step64000,judgment_014,judgment,Should a school ban phones outright or regulate their use?,0.029066551476716995
step143000,step64000,judgment_015,judgment,Should a public archive digitize rare material or preserve only the originals?,0.013146917335689068
step143000,step64000,judgment_016,judgment,Should an editor favor clarity or stylistic individuality in a student essay?,0.01671164110302925
step143000,step64000,judgment_017,judgment,Should a town build a large central park or several smaller parks?,0.018465805798768997
step143000,step64000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,0.031220532953739166
step143000,step64000,judgment_019,judgment,Should a firm reward individual stars or consistent team contributors?,0.06068406254053116
step143000,step64000,judgment_020,judgment,Should public transit prioritize geographic coverage or frequent service?,0.02972773090004921
step143000,step64000,style_opening_001,style_opening,Write the opening paragraph of an essay about memory.,0.03608948737382889
step143000,step64000,style_opening_002,style_opening,Write the opening paragraph of an essay about public trust.,0.025091497227549553
step143000,step64000,style_opening_003,style_opening,Write the opening paragraph of an essay about record keeping.,0.030310658738017082
step143000,step64000,style_opening_004,style_opening,Write the opening paragraph of an essay about shared spaces.,0.02241816185414791
step143000,step64000,style_opening_005,style_opening,Write the opening paragraph of an essay about expertise.,0.01862243190407753
step143000,step64000,style_opening_006,style_opening,Write the opening paragraph of an essay about public attention.,0.025546366348862648
step143000,step64000,style_opening_007,style_opening,Write the opening paragraph of an essay about revision.,0.033566467463970184
step143000,step64000,style_opening_008,style_opening,Write the opening paragraph of an essay about evidence.,0.03440587595105171
step143000,step64000,style_opening_009,style_opening,Write the opening paragraph of an essay about institutions.,0.013985497877001762
step143000,step64000,style_opening_010,style_opening,Write the opening paragraph of an essay about maintenance.,0.03094063699245453
step143000,step64000,style_opening_011,style_opening,Write the opening paragraph of an essay about attention.,0.0860767811536789
step143000,step64000,style_opening_012,style_opening,Write the opening paragraph of an essay about fairness.,0.01945735514163971
step143000,step64000,style_opening_013,style_opening,Write the opening paragraph of an essay about delay.,0.031600020825862885
step143000,step64000,style_opening_014,style_opening,Write the opening paragraph of an essay about repair.,0.04665287956595421
step143000,step64000,style_opening_015,style_opening,Write the opening paragraph of an essay about archives.,0.023194212466478348
step143000,step64000,style_opening_016,style_opening,Write the opening paragraph of an essay about public language.,0.033558014780282974
step143000,step64000,style_opening_017,style_opening,Write the opening paragraph of an essay about rules.,0.05456298962235451
step143000,step64000,style_opening_018,style_opening,Write the opening paragraph of an essay about access.,0.05456298962235451
step143000,step64000,style_opening_019,style_opening,Write the opening paragraph of an essay about expertise and doubt.,0.011068005114793777
step143000,step64000,style_opening_020,style_opening,Write the opening paragraph of an essay about common goods.,0.06521929055452347
step143000,step64000,advice_001,advice,A student is overwhelmed by choices. What should they do first?,0.00725425872951746
step143000,step64000,advice_002,advice,A team has too many priorities and too little time. What should they do first?,0.026788562536239624
step143000,step64000,advice_003,advice,A researcher has collected too much material for one paper. What should they do first?,0.021440772339701653
step143000,step64000,advice_004,advice,A city office wants to improve a failing service with limited budget. What should it do first?,0.01432647556066513
step143000,step64000,advice_005,advice,A student wrote a draft that says too many things at once. What should they do first?,0.005491125397384167
step143000,step64000,advice_006,advice,A librarian needs to organize a confusing community program. What should they do first?,0.02457134798169136
step143000,step64000,advice_007,advice,A manager inherits a project with unclear ownership. What should they do first?,0.02858172357082367
step143000,step64000,advice_008,advice,A committee wants better decisions but its meetings drift. What should it do first?,0.022509172558784485
step143000,step64000,advice_009,advice,A student has chosen a thesis topic that is too broad. What should they do first?,0.047018662095069885
step143000,step64000,advice_010,advice,A museum educator wants to make a complex exhibit easier to follow. What should they do first?,0.01636650413274765
step143000,step64000,advice_011,advice,A public agency receives contradictory feedback from residents. What should it do first?,0.04285043478012085
step143000,step64000,advice_012,advice,A team keeps revisiting the same argument without resolving it. What should they do first?,0.008516879752278328
step143000,step64000,advice_013,advice,A student is falling behind because every assignment feels equally urgent. What should they do first?,0.07729088515043259
step143000,step64000,advice_014,advice,A department wants better mentoring but no one agrees on the problem. What should they do first?,0.012157388031482697
step143000,step64000,advice_015,advice,A community group wants to revive a dormant project. What should they do first?,0.02668638899922371
step143000,step64000,advice_016,advice,A research assistant has messy notes and a deadline. What should they do first?,0.05050569027662277
step143000,step64000,advice_017,advice,A small town wants to improve civic participation. What should it do first?,0.0358005091547966
step143000,step64000,advice_018,advice,A team is adopting a new tool but confusion is spreading. What should they do first?,0.019716933369636536
step143000,step64000,advice_019,advice,A student wants to study more effectively but keeps rereading passively. What should they do first?,0.02182937040925026
step143000,step64000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,0.01934218220412731
step143000,step64000,continuation_001,continuation,"Continue this sentence into a short paragraph: The old machine started working again, but...",0.01738731749355793
step143000,step64000,continuation_002,continuation,"Continue this sentence into a short paragraph: The committee agreed on the rule, but...",0.02452736534178257
step143000,step64000,continuation_003,continuation,"Continue this sentence into a short paragraph: The archive was complete, but...",0.010891801677644253
step143000,step64000,continuation_004,continuation,"Continue this sentence into a short paragraph: The plan looked simple on paper, but...",0.017410319298505783
step143000,step64000,continuation_005,continuation,"Continue this sentence into a short paragraph: The town finally built the park, but...",0.01575138047337532
step143000,step64000,continuation_006,continuation,"Continue this sentence into a short paragraph: The student had the evidence, but...",0.022087037563323975
step143000,step64000,continuation_007,continuation,"Continue this sentence into a short paragraph: The train arrived on time, but...",0.00993567518889904
step143000,step64000,continuation_008,continuation,"Continue this sentence into a short paragraph: The report answered the question, but...",0.029172029346227646
step143000,step64000,continuation_009,continuation,"Continue this sentence into a short paragraph: The museum opened the new exhibit, but...",0.0330178439617157
step143000,step64000,continuation_010,continuation,"Continue this sentence into a short paragraph: The new rule solved one problem, but...",0.021596742793917656
step143000,step64000,continuation_011,continuation,"Continue this sentence into a short paragraph: The library stayed open late, but...",0.016922421753406525
step143000,step64000,continuation_012,continuation,"Continue this sentence into a short paragraph: The experiment finally succeeded, but...",0.017228275537490845
step143000,step64000,continuation_013,continuation,"Continue this sentence into a short paragraph: The class discussion was lively, but...",0.017445188015699387
step143000,step64000,continuation_014,continuation,"Continue this sentence into a short paragraph: The budget passed easily, but...",0.022020285949110985
step143000,step64000,continuation_015,continuation,"Continue this sentence into a short paragraph: The neighborhood welcomed the project, but...",0.018200401216745377
step143000,step64000,continuation_016,continuation,"Continue this sentence into a short paragraph: The proposal looked innovative, but...",0.022602640092372894
step143000,step64000,continuation_017,continuation,"Continue this sentence into a short paragraph: The writer had a clear theme, but...",0.017204487696290016
step143000,step64000,continuation_018,continuation,"Continue this sentence into a short paragraph: The policy was popular at first, but...",0.020055778324604034
step143000,step64000,continuation_019,continuation,"Continue this sentence into a short paragraph: The map was accurate, but...",0.024218354374170303
step143000,step64000,continuation_020,continuation,"Continue this sentence into a short paragraph: The meeting ended with agreement, but...",0.034531474113464355
step143000,step64000,argument_001,argument,Give the strongest argument against using exams as the main measure of learning.,0.02000555396080017
step143000,step64000,argument_002,argument,Give the strongest argument against measuring a city's health only by economic growth.,0.04359407722949982
step143000,step64000,argument_003,argument,Give the strongest argument against replacing libraries with fully digital services.,0.017264477908611298
step143000,step64000,argument_004,argument,Give the strongest argument against making speed the main value in journalism.,0.04718994349241257
step143000,step64000,argument_005,argument,Give the strongest argument against evaluating research only by citation counts.,0.053244851529598236
step143000,step64000,argument_006,argument,Give the strongest argument against strict zero-tolerance school discipline policies.,0.01919359713792801
step143000,step64000,argument_007,argument,Give the strongest argument against using attendance as a proxy for engagement.,0.05624467134475708
step143000,step64000,argument_008,argument,Give the strongest argument against centralizing all public services in one office.,0.023698516190052032
step143000,step64000,argument_009,argument,Give the strongest argument against relying on rankings to compare universities.,0.06074229255318642
step143000,step64000,argument_010,argument,Give the strongest argument against reducing civic education to factual memorization.,0.020269934087991714
step143000,step64000,argument_011,argument,Give the strongest argument against treating efficiency as the main measure of public value.,0.010293493047356606
step143000,step64000,argument_012,argument,Give the strongest argument against eliminating peer review from grant decisions.,0.03235243260860443
step143000,step64000,argument_013,argument,Give the strongest argument against judging writing only by grammar and correctness.,0.03801240772008896
step143000,step64000,argument_014,argument,Give the strongest argument against moving all local news behind paywalls.,0.03473157435655594
step143000,step64000,argument_015,argument,Give the strongest argument against using one metric to evaluate teachers.,0.026858258992433548
step143000,step64000,argument_016,argument,Give the strongest argument against replacing public hearings with online surveys.,0.026432430371642113
step143000,step64000,argument_017,argument,Give the strongest argument against treating consensus as proof of correctness.,0.023441500961780548
step143000,step64000,argument_018,argument,Give the strongest argument against prioritizing novelty over maintenance in funding decisions.,0.035162247717380524
step143000,step64000,argument_019,argument,Give the strongest argument against assuming transparency alone creates trust.,0.019394200295209885
step143000,step64000,argument_020,argument,Give the strongest argument against using automation as the default response to every coordination problem.,0.01020931638777256
step143000,step16000,explanation_001,explanation,Explain why cities develop public libraries.,0.06043269485235214
step143000,step16000,explanation_002,explanation,Explain why neighborhoods create public parks.,0.08139775693416595
step143000,step16000,explanation_003,explanation,Explain why schools keep science laboratories.,0.12213169038295746
step143000,step16000,explanation_004,explanation,Explain why museums use wall labels.,0.07263365387916565
step143000,step16000,explanation_005,explanation,Explain why courts publish written opinions.,0.0506843626499176
step143000,step16000,explanation_006,explanation,Explain why hospitals use triage systems.,0.10668231546878815
step143000,step16000,explanation_007,explanation,Explain why towns maintain public transit.,0.09936882555484772
step143000,step16000,explanation_008,explanation,Explain why archives preserve administrative records.,0.07091841101646423
step143000,step16000,explanation_009,explanation,Explain why universities require office hours.,0.13680866360664368
step143000,step16000,explanation_010,explanation,Explain why software teams use version control.,0.07276707887649536
step143000,step16000,explanation_011,explanation,Explain why newspapers keep corrections pages.,0.07738055288791656
step143000,step16000,explanation_012,explanation,Explain why research groups maintain lab notebooks.,0.07419981062412262
step143000,step16000,explanation_013,explanation,Explain why legislatures use committees.,0.06449724733829498
step143000,step16000,explanation_014,explanation,Explain why cities zone industrial districts.,0.21800336241722107
step143000,step16000,explanation_015,explanation,Explain why conferences use peer review.,0.1405174434185028
step143000,step16000,explanation_016,explanation,Explain why teams keep revision logs.,0.31410521268844604
step143000,step16000,explanation_017,explanation,Explain why schools assign reading lists.,0.15035952627658844
step143000,step16000,explanation_018,explanation,Explain why community gardens keep shared rules.,0.08213497698307037
step143000,step16000,explanation_019,explanation,Explain why local governments post meeting minutes.,0.2150937020778656
step143000,step16000,explanation_020,explanation,Explain why libraries lend more than books.,0.05082464963197708
step143000,step16000,judgment_001,judgment,Should a school prioritize fairness or excellence when designing a grading policy?,0.05719539523124695
step143000,step16000,judgment_002,judgment,Should a city spend scarce funds on road repair or public transit first?,0.028749480843544006
step143000,step16000,judgment_003,judgment,Should a museum favor accessibility or historical completeness when writing labels?,0.06936026364564896
step143000,step16000,judgment_004,judgment,Should a workplace optimize for speed or careful review when deadlines are tight?,0.0348893366754055
step143000,step16000,judgment_005,judgment,Should a hospital use first-come service or urgency-based triage during overload?,0.0848064199090004
step143000,step16000,judgment_006,judgment,Should a teacher grade participation heavily or lightly?,0.11149679124355316
step143000,step16000,judgment_007,judgment,Should public policy favor simple rules or case-by-case discretion?,0.0014581852592527866
step143000,step16000,judgment_008,judgment,Should a newsroom publish quickly with updates or wait for fuller confirmation?,0.23068413138389587
step143000,step16000,judgment_009,judgment,Should a university require broad general education or early specialization?,0.10672637820243835
step143000,step16000,judgment_010,judgment,Should a team reuse old tools or switch to a more capable but riskier system?,0.01681412011384964
step143000,step16000,judgment_011,judgment,Should a grant committee reward bold novelty or reliable execution?,0.061086177825927734
step143000,step16000,judgment_012,judgment,Should a court prefer bright-line rules or flexible standards?,0.20350760221481323
step143000,step16000,judgment_013,judgment,Should a community preserve a historic building or replace it with housing?,0.029136724770069122
step143000,step16000,judgment_014,judgment,Should a school ban phones outright or regulate their use?,0.09363555908203125
step143000,step16000,judgment_015,judgment,Should a public archive digitize rare material or preserve only the originals?,0.0407535620033741
step143000,step16000,judgment_016,judgment,Should an editor favor clarity or stylistic individuality in a student essay?,0.046760011464357376
step143000,step16000,judgment_017,judgment,Should a town build a large central park or several smaller parks?,0.05073656141757965
step143000,step16000,judgment_018,judgment,Should an instructor prioritize mastery or coverage in a difficult course?,0.12222959846258163
step143000,step16000,judgment_019,judgment,Should a firm reward individual stars or consistent team contributors?,0.13660451769828796
step143000,step16000,judgment_020,judgment,Should public transit prioritize geographic coverage or frequent service?,0.08101308345794678
step143000,step16000,style_opening_001,style_opening,Write the opening paragraph of an essay about memory.,0.09388071298599243
step143000,step16000,style_opening_002,style_opening,Write the opening paragraph of an essay about public trust.,0.07034972310066223
step143000,step16000,style_opening_003,style_opening,Write the opening paragraph of an essay about record keeping.,0.0708635151386261
step143000,step16000,style_opening_004,style_opening,Write the opening paragraph of an essay about shared spaces.,0.07534176111221313
step143000,step16000,style_opening_005,style_opening,Write the opening paragraph of an essay about expertise.,0.06473591923713684
step143000,step16000,style_opening_006,style_opening,Write the opening paragraph of an essay about public attention.,0.06387543678283691
step143000,step16000,style_opening_007,style_opening,Write the opening paragraph of an essay about revision.,0.09260830283164978
step143000,step16000,style_opening_008,style_opening,Write the opening paragraph of an essay about evidence.,0.07454225420951843
